id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,LTB,PTB,RTB,SIM,T016B1_not_identified,T016BCG_not_identified,T016PPD,T027B1_not_identified,T027BCG_not_identified,T027PPD,T080B1_not_identified,T080BCG_not_identified,T080PPD,T095B1_not_identified,T095BCG_not_identified,T095PPD,T101B1_not_identified,T101BCG_not_identified,T101PPD,T104B1_not_identified,T104BCG_not_identified,T104PPD,T011B1_not_identified,T011BCG_not_identified,T011PPD_not_identified,T013B1_not_identified,T013BCG_not_identified,T013PPD_not_identified,T014B1_not_identified,T014BCG_not_identified,T014PPD_not_identified,T032B1_not_identified,T032BCG_not_identified,T032PPD_not_identified,T033B1_not_identified,T033BCG_not_identified,T033PPD_not_identified,T047B1_not_identified,T047BCG_not_identified,T047PPD_not_identified,T051B1_not_identified,T051BCG_not_identified,T051PPD_not_identified,T107B1_not_identified,T107BCG_not_identified,T107PPD_not_identified,T108B1_not_identified,T108BCG_not_identified,T108PPD_not_identified,T166B1_not_identified,T166BCG_not_identified,T166PPD_not_identified,T173B1_not_identified,T173BCG_not_identified,T173PPD_not_identified,T176B1_not_identified,T176BCG_not_identified,T176PPD_not_identified,T035B1_not_identified,T035BCG_not_identified,T090B1_not_identified,T090BCG_not_identified,T090PPD_not_identified,T142B1_not_identified,T142BCG_not_identified,T142PPD_not_identified,T163B1_not_identified,T163BCG_not_identified,T163PPD_not_identified,T164B1_not_identified,T164BCG_not_identified,T164PPD_not_identified,T165B1_not_identified,T165BCG_not_identified,T165PPD_not_identified,isotopes
205,M316T8550,1.06867106728828,0.165323412955561,0.869767019866417,0.00115704713887835,316.284458784373,316.284065848041,316.284684863869,8549.5332,8541.0576,8559.195,19,10,9,0,0,12226212.0002343,2948280.90228832,3660134.14532204,12307800.9000841,7105901.77596436,12560504.3483533,4790480.39371298,0,8185685.65196666,0,0,8216182.66220934,0,0,0,0,3285998.58917958,6214005.61353733,0,3860286.99527535,6692922.11605817,3599353.47964623,0,0,0,8262106.39144912,0,5065528.33794517,16263291.4337061,23181734.506254,0,0,0,8791310.33082172,9166376.0066022,2215050.8804682,0,8882818.4154458,1694344.64042255,0,0,0,0,6093587.59010039,1879199.1409403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,M435T8543,1.08414250357685,-0.154882715585781,0.877833209096308,0.0831455387876137,435.294949988989,435.293329858134,435.295504714025,8542.503,8537.0082,8547.3642,16,5,9,1,0,17030821.5966684,653056.775824699,6344876.3910191,3210641.94930432,1330768.27886295,1130405.1243611,5321069.77347437,0,1043452.67917666,0,0,1306215.45020489,0,0,0,0,5464808.87805039,7903093.2282589,0,734653.786474495,624595.820054943,7783958.47685523,0,0,0,3465812.36870586,0,8584002.45404325,3445019.25828496,15192372.1721248,0,0,0,1321971.64556697,3087089.36073413,2561761.54050297,0,13904186.6564297,3121180.2889834,0,0,0,0,7014575.11754758,3451292.82074399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,M1486T8205,1.0897336041133,-0.154403020426043,0.878233445851693,0.293774694184917,1486.07630487862,1486.07445815213,1486.07785743442,8205.2376,8188.887,8212.2804,22,7,9,1,5,49881797.2518964,3541949.38432902,247066.384332116,106314077.670516,2698705.26069856,3412159.25335235,0,2180833.62530236,4422100.03046584,43583281.4926065,34946489.9668097,1247939.23168262,7192133.62137854,10214870.0975538,11241123.9800248,1945545.48704125,606744.668394573,504941.472057794,14843799.4294099,4972401.41111824,993960.214954553,0,27534147.1322094,7054438.72586848,23060848.9619003,358385.115965228,4635377.46000794,221395.205155463,3911585.12418747,0,20782733.0771007,21912446.1863688,5708704.1810092,96795965.2811496,27664185.3410819,330571.968542002,13453316.6773342,694270.401832825,75239.6968636386,0,0,0,23946507.6748463,284367.39851252,156290.001378769,0,0,0,0,0,0,0,0,0,120103731.296279,7861027.22264856,9980376.02034999,26056931.3315171,20979185.816417,0,0,0,0,0,0,0,0,0,0,0,0,
208,M1403T8280_1,1.1008775456636,-0.149131340823655,0.882487524825226,0.0631557324236125,1402.78809426697,1402.78715620936,1402.79129335128,8279.9826,8264.8416,8284.731,15,5,9,1,0,2635168.26471412,9965953.13534145,235929.978316821,16596474.3592883,21257003.777314,105509991.132629,0,1672675.56113432,34103242.4760085,950833.483571171,2340090.48225774,7778454.69858823,347206.532479986,1085157.02091598,19495.3589936237,1548225.17862445,64516.3926503873,544499.603563257,2073111.10215729,5176846.57243074,6653106.77369724,55149.4758124973,41646777.2840358,18979160.8315564,1684830.53107392,67744.0756083364,15055050.0746255,113786.080206761,227309.159033189,85724.2781242704,9476688.34814725,10520575.9304336,59674879.6018116,13771013.6537178,2137991.7621063,318605.385024583,143660.463505262,457785.899538376,300314.029106234,0,0,0,17157732.7733417,409406.841386952,459837.883680809,0,0,0,0,0,0,0,0,0,5356027.49454157,2303594.69492199,3936109.42413205,3420528.89596432,521387.286075042,0,0,0,0,0,0,0,0,0,0,0,0,
209,M565T1265,1.11889183213061,0.144073496002246,0.88629612100931,0.903250346196792,564.851450996445,564.850903854438,564.851713247309,1264.5405,1252.692,1286.98836,23,8,11,3,1,412168185.327073,3281708.44526331,4120.55418795579,969608812.711726,50284198.7480598,34091578.3816001,8541.53879170189,51977703.2242515,3449787.56616734,7768699.87124037,5036055.8998919,6732560.30202528,35849879.1169511,536891.961554728,105384371.744177,1013328.22371169,7159.1052138308,32450.5319898295,147823426.683502,8579846.16950664,3872814.19795827,5724.54962646302,934576722.579197,7236750.42139885,141306174.802856,5000.67094621,174827177.879589,3938.61510455668,311649684.367447,8339.10413891183,7347406.1243584,11352580.3246147,120901546.647555,5175185.66029502,13160427.3767892,1870.309331388,198112436.559068,16922.6062193227,4040.3982739544,9102954.15580878,467872698.337774,1522.95573266658,8974232.41767913,4309.00851037977,4610.59287407314,2719853.4196694,529152593.222655,63544107.0228316,5397829.54811426,10235393.3809796,1720774.02706057,844172.242631501,736581694.793002,5963631.4664478,11581119.9884836,14161341.5966178,2320372.02307887,1501501.76920541,17000469.479833,241809832.262276,12968312.4211397,673116.886009253,1951093.8177861,444292634.496896,13985058.0920221,10082551.6215355,254508639.450635,11041305.3180734,1743748.74185271,18598792.5159848,17212529.1779387,
210,M442T2635,1.07680655765764,-0.142436899056162,0.887735289837796,0.885740462658545,442.244410079046,442.243383591251,442.244950697685,2634.7593,2619.54012,2647.8771,29,9,8,5,2,149504802.410986,7043268.27094011,1609375.81372594,215421980.726013,154550122.531288,92762863.7436374,4537778.42535266,58891312.8498174,40451181.4644731,88473937.5770488,171885938.506489,10621710.0588792,19370759.6893045,26877728.233503,359066068.124457,8094411.88385956,1314822.29366206,255676754.978649,84039728.3589401,23383557.8798897,14432728.024461,1736770.49493186,177241857.173886,44089042.974175,57464637.2255902,435177.043704042,702089161.332568,5314792.68964913,32375109.5407383,4299013.28772314,235739022.051789,64154454.6179918,8302921.51792405,7591434.56763918,83784213.4999552,837550.494407034,49592972.2251486,28732324.5602572,842233.305658314,11227357.7631425,143298832.516051,445068588.722469,234879193.073864,869219.101629541,1286383.63161709,14288686.5726248,47075684.6202291,16794558.0432756,1665214.83120397,2934769.82031582,30597340.4239138,30983163.7517201,39975484.3957693,31022525.782791,27392105.9067236,43894293.5845941,369403041.568852,132479984.484828,21568989.9465282,88621281.1227192,2356959.85472331,1148041.72142591,22848600.7275844,112928238.806944,43488467.4559976,12793161.3732675,114826284.638566,102883438.218826,17153384.4079517,50355400.1918245,71122552.4174051,
211,M859T8293_2,1.08583246304874,0.136891008007812,0.89197574573417,0.0388901248048473,859.079127932489,859.07726235623,859.081205402347,8293.3692,8284.0872,8300.8728,22,7,11,1,3,2780233.30414232,12741677.6738083,1226570.76312428,3953190.1919507,25503620.9857944,73602921.3108617,313234.362656132,6201408.57190467,12833970.746116,1645041.24674089,2429958.81099682,4865636.79482794,262317.533583916,516039.395927452,0,0,608163.827983835,612742.522341813,2480514.19257156,5479630.33699447,4648579.86209716,572705.513915821,42393608.2642876,31355193.6342304,581284.337069049,1339177.19440242,10482882.4319995,271436.943547415,212702.440104802,1466587.38943524,3209469.75646431,12329144.5902725,38186757.0782294,4697627.66229633,1738458.35406049,1534139.92425024,739446.222708876,765995.017855,1175141.25611169,0,0,0,2925476.10710519,1171062.88454389,729239.236813845,0,0,0,0,0,0,0,0,0,8457750.60247643,5265970.05849978,3083751.8469108,1840887.92148547,1622918.27944737,0,0,0,0,0,0,0,0,0,0,0,0,
212,M1040T8082_1,1.06879888637675,-0.133873907513157,0.894458383976302,0.00383044219824961,1039.80775851174,1039.80438245977,1039.80903145246,8081.5362,8066.9292,8089.278,17,0,0,9,8,466502.710355434,2677906.63513544,690135.852731279,527860.29817899,295902.143218238,611702.536281247,10704838.5066162,3429015.59354852,415559.602479818,600234.945566782,661575.829769769,1503850.60420752,679853.519147175,917758.811421416,128646.252173497,176800.574522854,374266.625007492,664169.388863542,487451.52165556,5047911.84673144,332063.573060154,5316808.77868858,1066602.70800807,760717.92430947,929301.646241501,2281007.73331552,1189129.70778064,293433.472860769,133998.958303025,1119509.85786653,1266393.792594,662212.162937205,989731.425789602,1491950.97705466,340525.426338834,174675.719216174,578110.654716247,1236117.18214096,305872.889572955,6346120.06957396,6156929.48584946,4933410.67918668,1082212.71317309,413405.40808124,270449.776846884,8583732.44548962,8606467.79368601,1143296.79949482,11615021.0480693,3730668.66603489,7093177.96875,16005638.1679409,2259249.87995071,3136350.86920129,2744585.10296027,422928.905130578,960750.652759229,7762952.64071147,4919927.46279578,3077823.74398681,4121219.34679879,1866815.59635234,61697902.9776316,60066704.178882,15257869.0775215,1381115.71791914,779275.265753823,378598.181182028,57707691.7414815,9751222.76465004,4671992.44039195,
213,M842T7719,1.0593373602293,-0.130162782983417,0.897344897067391,0.0679437328278282,842.426424998581,842.424371356264,842.428916350727,7718.5875,7706.2794,7730.1426,18,5,9,0,4,149929826.638026,62099311.2786883,8674813.28990829,166820247.06647,311553494.831083,34909665.3045004,15087612.3735362,10524446.9868714,9309626.62690568,61104366.1556229,2416325.83537781,54695715.5561956,8070167.37578288,19962962.5675027,9052099.83612336,0,6850752.60212809,11691951.6641445,3462075.29013113,56774237.5272159,68671992.4634501,743097.923626403,25270580.0972229,117007449.709601,857085.55767634,759547.020025826,144951699.039063,1990869.47879875,19867924.6496707,20399646.9112315,11826839.4514611,93640305.1222072,28890754.1035134,54741269.9917582,82986263.7461077,157104682.497121,20799142.5914999,2719450.39299031,160575964.091721,4228606.3746643,1112991.63105095,1368008.40692887,45536953.557059,939288.155356226,15265202.1687737,792945.423503391,11218.5360952474,22371978.4971088,766336.374306613,811073.783469857,373566.026096326,4239905.72449202,1210856.32357493,211936.653392673,39714276.7638746,70440051.7020191,49514130.7366877,54386443.5438237,55686789.2470499,2580440.78574506,937936.390325034,1243039.35520045,1198987.04617374,1320260.29973051,1850862.46354612,4555482.27470954,618324.609168471,1422126.74498523,274061.724076969,790937.518710013,5484243.0479687,
214,M859T8294,1.07230174900718,0.114398644749505,0.909642363967833,0.0434113514644692,859.279949844985,859.277812929124,859.281203366879,8293.9194,8284.0872,8299.1052,20,6,10,1,3,3337402.05840858,13709834.1960118,1014949.87059725,5825100.6127077,29479775.2181466,90523228.6756152,527604.819734133,5548063.27764778,18351853.2082275,1618421.43718511,2630566.51618833,5453402.87201086,536799.283466252,729748.652360631,0,1096684.47751876,357005.178150201,817790.288740178,2358675.26090208,6708239.77602718,5702160.83704459,573204.634453895,51476804.2802368,38095352.9121848,705610.011259661,598237.283487821,13342570.9859064,227792.097183791,214237.535524088,121135.923801271,5123826.58870216,14641276.7254404,44934029.8597169,5742560.47799203,2461966.79978555,1657526.27518525,768677.544800192,771543.141552007,1057498.17202031,0,802251.705692132,0,3219197.81605021,1206548.67155325,969136.387991898,0,0,0,0,0,0,0,0,0,10526500.7933882,5972810.43783197,3986224.42483746,2459525.54395748,1979457.56708358,0,0,0,0,0,0,0,0,0,0,0,0,
215,M330T8492,1.04623319559271,-0.108956692133246,0.913878533974991,0.00920502306254072,330.227322393858,330.226313481077,330.228028474326,8491.5768,8483.4966,8498.5026,19,9,8,2,0,901281.501538862,774622.688737968,2779760.63285098,8526880.6754798,2559622.45456645,5260680.49812461,6389089.89681758,0,2885472.27841189,0,0,1571845.85999104,0,0,0,0,5414800.19706908,2486324.52640508,0,841487.416874937,668306.221008147,4241981.43982993,0,0,0,3579253.6153272,0,1632859.18161296,6811635.37963832,5449628.57432698,0,0,0,2017056.14060917,8773655.35214444,3786780.84686944,0,6958531.39996884,1690057.74817807,0,0,0,0,4233529.68244302,3395747.18465786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,M1063T1046,1.06859239617869,0.108797910367988,0.914015417115061,0.69914257014038,1063.3558798157,1063.35395065076,1063.35643662523,1046.10948,1032.10536,1058.81316,30,9,9,5,7,5679457.67788379,36242.2646315359,0,7201859.0275294,4892950.04521092,465290.558487022,0,17098.461548352,366450.500787659,1235290.08562879,22432.7685088419,1288256.07283831,129429.700471919,364369.067433544,1146709.52027897,13531.3409217575,0,0,389427.802399798,274396.458188485,0,952.748879199529,9908078.81145934,879531.587831382,564950.399692412,0,2739.89999754883,0,3264765.13358812,0,1317896.92121384,5565810.83647753,130439.116766934,809086.374964449,1319269.76468139,0,3618020.61516006,0,0,965958.759638532,0,0,684257.577561115,0,1532.73420117987,1777812.49698163,3181.05432462494,3706985.95490407,1737.92746452714,332849.066387559,0,160261.875647081,0,1386.51104290666,216878.990317446,8843179.48065943,1264329.64967658,3334773.05584889,2537907.70893018,2274.96388764677,763083.231011564,111466.007814928,0,0,2831166.66332077,2575409.92741464,0,0,0,0,1363.97630318454,
217,M1064T1046,1.06200809109023,0.100309127004301,0.920701913722862,0.657420684167471,1063.85770292118,1063.856370479,1063.8584320774,1045.92666,1035.16488,1058.0403,28,7,9,5,6,5274458.77745423,33695.8934789621,0,6259594.38491633,4259956.75599734,455302.336934791,0,0,537086.231694707,1104670.97981699,20794.2255818739,1284816.1031042,109713.739688817,408779.030324041,983937.889551435,10676.7743161272,4336.43271382538,0,300316.061505985,318809.636204648,1531.76100104161,0,8875823.32211858,893099.180390629,515143.623235971,3445.10174106155,0,0,2890388.39694808,0,1278413.99492064,4977876.13824767,133822.276602849,753060.271077462,1092622.47650482,0,3338608.79410479,0,0,791781.267308163,1935.05608914844,0,210218.812660516,0,0,1508367.67714142,0,3284941.83008218,0,519708.680696987,1627.08914464517,49116.0732039475,0,1744.63570723959,450114.30500573,7823194.02801588,1077841.87215341,2731623.84930471,2249250.18405683,0,1049802.78287055,89629.7091515949,105884.595286641,0,2563506.67834973,2201210.01062708,2454.780847229,0,0,0,0,
218,M499T8507,1.03230133690763,-0.0968359659237549,0.923427248990849,0.00136563851995724,499.345678018529,499.344710982518,499.346683716122,8506.8918,8500.8,8514.3786,17,9,7,1,0,687586.772803723,1203966.26778225,841800.149310589,952948.417225097,686013.684293865,1156677.73650822,473603.351495951,0,1209198.08490085,0,0,1571302.2212053,0,0,0,0,498023.833993535,1219477.63374016,0,1419070.21361196,1436602.85715411,1461660.37850934,0,0,0,611095.755070311,0,658287.117822679,705587.262594245,583704.688365754,0,0,0,1166379.82242447,960886.97053332,1168752.98215332,0,1722036.38638567,622017.185578303,0,0,0,0,1179297.94082119,1068952.25054692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
219,M1403T8280_2,1.06321386914201,-0.0923457927133755,0.927045143481664,0.0773787591056768,1403.2894458917,1403.28708387341,1403.29103490057,8279.7567,8266.128,8283.5334,20,7,9,1,3,4367920.84116482,18114354.9994693,456289.70732627,26670941.4906013,32051989.9573683,178868175.134091,0,1698253.69699501,49482899.5633397,782997.364438046,3844344.00918735,11853757.2514418,1096704.28259242,1966665.03639003,1910080.47899861,1975033.11425116,0,69471.9684164032,4722641.24159216,8882524.72608776,10335968.7048414,0,64514731.6947276,29296936.9914664,3471571.12050303,298934.911304852,23648612.8600021,39764.597743604,233381.082568345,0,16716508.3166324,14790588.456126,110401953.192389,23495024.0129808,4075258.80690502,355420.799795372,1164019.00755789,418861.394268511,1392494.57726806,0,613988.647262104,0,27785975.171516,349447.299067279,591738.112336793,0,0,0,0,0,0,0,0,0,9533333.28053252,3767842.42181929,5921796.83371175,5870598.50381631,1371842.57049972,0,0,0,0,0,0,0,0,0,0,0,0,
220,M860T8293,1.05273117198851,0.0870940653114003,0.931137192214952,0.0372093730207245,859.681128238938,859.680056947895,859.682377961915,8293.2438,8284.0872,8299.1052,15,4,9,1,1,1597343.88492599,7650363.16977269,2210573.30497246,2336611.24613829,17946337.2114047,50632396.5537822,475538.215482998,4719726.78364707,11815102.289375,766643.155733193,1491617.40810019,3082171.06773038,144787.578631726,383630.159807639,874524.026666744,386424.372589053,485210.28649775,655404.68580156,1430895.67747216,3850538.64967998,3018750.40621996,521676.00717224,29435883.1560022,20759868.4406569,511173.522414363,1001646.41977678,6972037.25374086,254756.225650497,119576.785392418,435533.121814617,2516072.47073995,7650944.94887529,27897196.429017,3636323.15426316,1041517.73943394,2276757.95926119,640506.994632244,698409.289597292,1801765.0779282,0,0,0,1823974.57883846,1271106.41615062,1818332.10337171,0,0,0,0,0,0,0,0,0,5714909.79216218,3293022.23464454,1873186.53335947,1632875.27611523,1004289.45472956,0,0,0,0,0,0,0,0,0,0,0,0,
221,M937T8280_2,1.04466595858824,-0.0796543021076613,0.937063702282822,0.0260104585672131,936.865766900381,936.864560246455,936.867319837347,8279.5308,8266.128,8284.2072,21,6,11,1,3,3059539.51191812,21799113.7821371,2076476.59299904,26787624.1568158,25709658.0838463,140871689.207105,1489161.4688194,2076009.61224878,57454259.6574434,1573129.09061713,2415319.88358183,15484857.2360646,2137793.65886622,3125573.57389786,4048445.17432652,1039098.66831851,6632146.19942339,856486.611164848,5398869.32466801,14970037.0518702,14671984.6296272,2016317.93663222,55946925.0223392,25792247.3823877,1517911.19610546,4482719.03795385,19752460.1439438,544408.516246521,818437.843183882,6372060.6760019,18401206.8536928,19120446.3889809,84449132.7752951,22254823.3341235,5506727.12982372,2995982.40470271,1599213.9146347,1000179.85378139,2203007.09697278,0,1015762.85886874,0,26701415.4364027,2242686.42368886,1908879.24044072,0,0,0,0,0,0,0,0,0,10662834.1832499,5164398.47799366,6335052.03616846,8063292.05922189,2108470.95147794,0,0,0,0,0,0,0,0,0,0,0,0,
222,M778T7873,1.05953368540357,0.0794173034962236,0.937197798122425,0.293854539124363,778.049268803718,778.047218028183,778.051537172441,7873.0578,7854.9402,7885.8588,21,9,7,0,5,2131122.06905791,6309246.17027833,1006125.46357614,5626962.60083347,371119.322853462,788369.558350225,138078453.636219,876913.913428207,569869.073063631,3644837.87251624,761214.284305254,2122462.5579073,8898043.59456226,2737355.39570869,14478942.6988032,9049731.27062792,4116647.99394252,26262952.0144693,400855.922310461,11618940.986198,1832693.13395235,26423561.0786429,1523532.76032759,1091736.00746441,800767.856578248,2575182.94824863,296038.21128455,16704865.6901617,12181430.3039889,105236675.388882,9894878.91325561,23317076.5100428,873116.465612196,3705789.21137039,20205291.2871067,2711518.35770132,2317989.09538659,8934167.42186152,1791317.90614055,321884.744805564,349764.760609387,0,902002.829847651,651391.14861278,2203532.59169064,132089.105187401,0,5869409.82711136,3628403.45541227,178903.088012316,1672324.74749709,426724.11719197,187349.57154643,62624.29907877,9133998.23951919,35721345.787793,11123921.1177837,11491892.6918784,25575012.6802598,562541.211149558,6442090.339409,60216.3205186148,351087.289905829,146213.986338378,386787.918786326,7515537.17608983,22757.4356366602,487442.021189038,375818.859406476,380545.538979225,806030.396410656,
223,M1306T1063,1.04593274552142,-0.0781571793587995,0.938161288456362,0.559264536734383,1306.43558658156,1306.43398644744,1306.43667598738,1062.50664,1049.0124,1075.25412,23,6,10,4,3,5127190.27954727,57912.001905481004,0,5780625.05247095,4561406.80161028,279327.991919452,0,35540.8003031366,313724.60529917,2217192.06681615,37769.6733931639,928350.368660097,56681.4348787882,285238.404134645,827932.043904366,29234.436840898,0,0,398173.042379483,491566.768599769,1388.40007267434,0,6978281.12322999,642275.314977276,1023049.55181329,0,152149.454765591,0,2828429.78234365,1478.46043245381,896330.379372036,4798922.36494848,34032.295370761,622413.490371406,767691.772928437,0,2938004.12074936,0,0,239096.700257784,0,2433.64711353516,379741.885154727,0,0,1350189.34567035,2837.33975725285,2462749.1078815,4996.01728037111,43089.8760397568,0,0,0,0,346291.695401453,7325886.42858373,15327.9789898437,327970.711962969,2569174.25519061,0,0,28268.5858315314,0,0,2026903.17384657,1126073.6652068,0,1469.01762566693,0,1708.69566469325,0,
224,M856T8176,1.03624787007096,0.0771790389136582,0.938954485631181,0.0126268664882605,856.486992656233,856.48618081758,856.48915983926,8175.8676,8161.3122,8189.907,25,7,12,2,4,1676959.75049324,15022348.1904516,570896.158061957,25235092.1884937,2000772.71426069,4466793.50780999,48066786.8434745,997703.321474986,34695065.933126,8125859.81458564,2707739.79604752,8684233.97588299,1166730.69441513,1544201.94216862,1927724.44717982,800339.317798999,44261.0879484104,503454.816945833,1776417.20563619,9033233.15234581,7527504.47247472,390499.34515766,12969676.4372605,13297583.5825361,3027250.24773826,655392.254794912,26470427.6279919,286657.026826752,4211288.98788223,13750429.6424238,5659414.55739464,6674616.25137892,43977457.6998901,10705066.0716704,3167690.89221914,392111.974639301,9503944.29368112,477196.286892521,493389.981503179,0,418947.096725069,0,10737278.5424805,684669.730280275,631832.008592286,0,0,0,0,0,0,0,0,0,6496280.94513502,1122599.47983315,2812246.86743122,10103119.2907134,10659880.0322989,0,0,0,0,0,0,0,0,0,0,0,0,
225,M982T1041,1.04868979087801,0.0760668758112029,0.939814804529458,0.606703902606484,982.329710047264,982.329136391194,982.330454316667,1040.79006,1029.3513,1051.65534,29,8,9,5,7,5582581.16890448,16035.4317009521,0,8772739.19136561,5231492.54063722,629290.853008033,0,15596.6935957031,574505.376246403,957724.314752978,10383.7766555519,1294843.46779884,104403.090543287,372499.453153636,925603.771003579,11730.0069321768,0,0,281322.134391247,108958.651496892,6180.43058744229,1338.7422904004,10010326.0234511,874243.725019625,378542.56101283,1337.87541886447,86735.5449955603,1217.16596115436,3664510.24319701,4611.89497117888,1241045.43101896,6553512.19010538,108484.214846103,677642.441557961,1689355.84299412,2936.1042595959,3905917.12078108,0,1642.4052770602,618722.856924472,4340.48366773392,0,664654.488488169,2026.72995653469,1311.53330243967,1232811.93716411,2290.72280861401,2806405.8677556,0,0,0,122185.298040047,0,1597.22188067462,138435.573703709,9755688.09466242,1450472.09732125,2675217.47985536,2488971.62796413,7259.3403070129,0,0,66222.682596387,4546.91082454757,2806932.62797028,2485151.55945106,0,1280.12553699091,2395.36202162085,1500.8764440067,0,
226,M654T7835,1.03102835425743,0.074544941569173,0.941024534717748,0.205374059082596,653.82118392754,653.819460129308,653.824082978438,7835.1846,7817.8332,7843.6194,22,9,6,2,4,16501105.1575551,38143366.2058921,105146.59735126,6466044.76728336,1103475.31699883,5446720.94753946,333949.534256273,6712124.51636385,1639368.00425832,11442801.4628074,21476445.2890046,4751282.09347808,8612330.6442063,9623144.33125317,41144423.7365514,25022518.2925916,73887.9355897198,831831.795672097,470285.080106843,53761114.9859691,1935470.97917661,1810105.76766314,21208641.9827232,7033848.27401634,130375.70258803,89978.8577284796,31303711.4821292,103364.372141538,18022535.9455226,625211.881054723,6362995.04476489,13927208.6765535,16493173.1826653,2192674.78009408,30067302.4698312,79950.818025582,1107951.99084763,134592.322432026,171557.615039066,741923.989328571,61796.0151947196,192822.582628878,66971364.5932165,168790.459669958,123792.797194337,362414.140179304,0,436979.726526315,510582.811060697,781277.713739889,441288.660547335,394202.672239537,615847.746048185,108080.164266942,7324526.75081227,42734975.816951,4159155.00863804,6516553.08198053,11886378.9357083,144935.467040623,339682.040550001,94671.6394781253,162736.927561039,83852.1750901285,589780.662164273,428504.394865402,119483.116256508,144801.049279981,12000.978440177,388057.946503933,56527.5749131573,
227,M442T2872,1.03599676760911,0.0730492307937904,0.942248297304217,0.0780122711209636,442.244713198736,442.244313204801,442.245697224685,2871.55128,2859.46164,2886.15894,29,11,7,2,3,64052773.2564104,4159439.17672818,68042868.8946957,75770890.0676478,179159248.981197,19333143.9924016,414983285.341803,41781844.9652975,7279069.53252418,392047578.243565,42739373.9071454,74890078.8704123,53593118.0083178,3293926.22182779,202176011.865243,3219669.53114987,168093362.900346,65651877.444271,43923367.3947659,14567747.0980315,7782595.72245114,23470757.362412,100766962.621833,53462767.5720282,17322646.824807,28128396.7915188,144636583.112627,90045528.1235997,62925867.0673594,807476471.584198,98041480.7790988,48427379.6820419,74654097.5429614,80613523.818666,94221988.6918731,157482953.8542,41109501.7626249,47026414.3453794,32796871.6693388,13316395.9537818,14251154.5714405,14099483.071186,102230171.26608,4340904.03699254,527725.865287799,7687397.144235,248212209.501304,30667353.6563435,5014696.89727141,2715761.77344291,4546938.84250753,1115372.54543788,5243902.96814015,10442664.0674437,62007936.4075473,132479302.537842,80639989.7431647,50251191.5981857,112422418.734935,5800056.33887661,2034186.68437728,1052313.22030685,2034214.44790905,7707529.62922479,21459487.5379667,25088148.5429686,4932424.6728463,27819070.6233003,5361549.30356159,11305245.7985815,21169300.4815772,
228,M1144T1051,1.04073122137996,0.0677931865847701,0.94635037362535,0.627581950075325,1144.38250793616,1144.38093430111,1144.38342675987,1051.35648,1036.90524,1060.80738,26,7,9,5,5,6106654.18822593,68980.4646373038,0,6960072.15973436,5692384.40660962,424948.692606109,0,27805.4182684569,351016.511882531,1683517.19773473,64505.0132760546,1250404.52145406,146560.291642347,511765.304152914,930498.705214441,11341.7405041879,0,0,462233.082830366,447267.116353488,2357.08021857311,0,9571796.46616854,972778.68993957,652701.963206806,0,204260.470399118,0,3313790.05747421,0,1384167.52930521,5958798.95886438,178605.769541957,818815.354214634,1247825.64398145,1992.44454385181,3409842.93751056,1344.8615516455,0,436476.660226285,0,0,893540.411392291,0,0,1773051.5560802901,2699.76352948043,3416139.22068461,1689.03832277853,0,0,0,0,1472.79988564231,440316.661253512,9437398.96744234,441083.761230008,1193239.35314254,2786777.83409646,5194.59281402347,0,0,0,0,2648147.39331099,2530487.37517511,0,0,2170.58497924512,0,0,
229,M702T8281,1.02740124319193,-0.0491066293102755,0.961195103147132,0.0665192935844907,702.149432120115,702.148381872433,702.15022846675,8280.7899,8266.128,8284.731,18,5,9,1,3,535302.366485271,2038306.50411546,726865.994614976,2235682.69284741,2276242.92722009,15202402.3775303,229158.451590346,250397.943033863,3009398.56183315,231591.089788141,281710.865766988,1149334.17850604,137147.712444137,720890.958485556,906239.208683707,487753.188070111,203642.215700537,608324.81507235,307748.310506553,1100381.87379484,1109992.78212822,299099.92356689,7513363.98360326,3124350.847181,259903.07338029,604963.763713144,1952284.28340929,220011.813941794,404000.955988733,474451.414005455,1719452.05977244,2396148.67457113,5655819.1933089,1492175.48239378,1298263.42596904,465051.893784578,561536.860514337,654076.067797863,501559.682539168,0,381512.576411245,0,2485816.82961392,1096628.7761761,713098.731540204,0,0,0,0,0,0,0,0,0,2079562.41315035,1679678.58068045,648504.52303965,1201798.48080699,890804.826068498,0,0,0,0,0,0,0,0,0,0,0,0,
