id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,b1,bcg,ppd,T051B1,T107B1,T108B1,T166B1,T173B1,T176B1,T051BCG,T107BCG,T108BCG,T166BCG,T173BCG,T176BCG,T051PPD,T107PPD,T108PPD,T166PPD,T173PPD,T176PPD
3562,M491T4518,4.269869931,-0.836800509,0.439437497,0.525277694,491.2509124,491.2488055,491.2514333,4518.49368,4513.24068,4521.79452,3,0,3,0,3287603.989,9024392.016,449635237.4,4161444.146,6638467.437,15211626.55,4511724.456,70599621.34,2497187.302,11794211.79,15756174.89,9120620.21,3547743.19,85583037.37,2486001.216,8269177.466,7241795.482,10745672.29
3563,M634T7035,5.667154765,0.835837109,0.439446319,0.486571455,634.3374182,634.3343647,634.3380653,7034.5506,7031.0982,7037.709,3,0,3,0,3258865.047,124918508.8,86221571.79,3746675169,1095170.94,68304139.27,22306246081,51452871.47,8906798.944,180782340.4,262121278.7,31807302.43,30509204235,83870532.59,6057174953,4192064264,17573714.51,101419084.8
3564,M520T2608,1.530473607,-0.804760652,0.439810163,0.268363959,520.2871158,520.2870838,520.2873379,2607.73488,2605.01274,2610.94086,3,3,0,0,20114700.35,11749110.13,35045381.45,6601144.311,23144133.04,3074843.405,8560153.478,10478030.79,1743776.614,6923938.101,1295909.874,36160577.64,708276.3185,15369801.58,328801.8693,4048605.924,7638700.26,9184448.594
3565,M873T6230,3.312283812,-0.834960696,0.440185155,0.383449242,873.409273,873.4047216,873.4093153,6230.4324,6228.0546,6234.5898,3,0,3,0,440346075.2,1059796.894,36744015.01,668598.1492,36972715.48,1099175.707,4090656.316,8979868.996,14774016.87,60745526.85,8055752.815,59406740.62,4046102.684,9909094.522,3787978.412,8537901.498,2287310.364,2325350.014
3566,M656T1987,5.209444276,-0.837300635,0.440443294,0.460163868,656.288442,656.2882672,656.2888254,1987.0935,1979.16648,1992.53166,4,0,3,1,0,472314.8132,438422.7299,0,179315106.9,4676249.884,3448495.535,7643047.035,494984.924,8838269.059,8934893.808,6133940.92,628240.8012,4253435.116,1191628.746,216837.6938,5553503.464,1820978.257
3567,M757T1691,2.386939417,0.811705602,0.440653855,0.434352736,757.4055442,757.4050924,757.4059171,1690.58433,1682.87904,1694.8734,4,1,3,0,118374.7659,35580274.6,1670832.125,1655445.047,1912432.156,0,6499.658189,62522647.67,0,9085507.726,0,26100340.02,3711.7088,11826.35031,0,15667589.88,3941774.95,3957099.688
3568,M454T2210,1.718937391,-0.80117615,0.441915483,0.822094278,453.7376951,453.7371312,453.7380695,2210.43537,2206.11888,2214.59418,4,4,0,0,8470025.542,25519717.95,6506641.721,1760516.089,27151867.22,6953399.32,58651.53254,31713665.5,3253055.991,7234329.461,946177.1449,1218174.584,516326.1172,1459059.864,143504.767,3272135.163,53959512.23,9981494.662
3569,M1079T6664,2.939955697,-0.820340671,0.441923445,0.742544946,1079.010527,1079.00916,1079.011243,6663.6204,6658.1148,6669.441,5,1,3,1,535447.6358,10491686.38,170854529,607273.3873,1479916.243,33666866.72,91128.69977,61841729.11,150358.2734,8470092.038,0,3473562.291,207984.5591,143280160.8,444122.259,0,2274912.411,1165063.055
3570,M604T5781,1.845567742,0.811862699,0.442362385,0.682389905,604.323196,604.3193287,604.3235275,5780.50617,5778.33024,5783.69898,4,0,3,1,4202304.675,4381460.047,15141005.36,682193.4103,13792073.51,42463135.82,864225.1541,83354034.46,2219496.587,23729447.65,27538336.55,11161963.73,8857561.728,58747613.78,10108280.83,6823221.198,10298735.96,1834229.696
3571,M438T2165,1.959433839,0.813898763,0.442598923,0.425612179,437.8778097,437.8776983,437.8779595,2164.94568,2156.6019,2171.80776,4,3,0,1,3153503.205,3006056.119,2932035.957,9869937.33,745295.8536,23650326.29,51226179.75,1401670.685,5352915.699,17565709.59,5262418.981,4146581.48,431160.3896,1470402.948,1298280.682,982997.8988,20596205.32,1867818.091
3572,M670T5447,1.31701692,0.804896549,0.442832315,0.192636731,670.3459627,670.3459202,670.3489671,5446.80588,5439.90198,5448.11268,3,3,0,0,16036054.84,14299706.37,3185799.686,27406707.97,5943827.022,3165694.906,17457026.77,22870068.34,7648930.382,8347016.136,18433637.15,17484276.71,39873760.5,10914373.87,57573516.11,179029262.6,9968991.621,5986523.629
3573,M743T1500_1,2.109348218,0.810996301,0.444774993,0.395449365,742.9544938,742.9539395,742.954856,1499.97648,1496.23752,1501.35666,4,0,3,1,2757793.291,6338272.809,27391.13364,2134806.444,0,0,1612.700736,7542665.4,0,2091404.229,0,14111916.1,4440.501132,5100321.975,0,174338.2646,306055.9335,0
3574,M547T5450,1.921680878,0.810845723,0.444835588,0.623524896,547.3327244,547.3325346,547.3340115,5449.76745,5446.29972,5452.68084,4,1,3,0,11883549.61,106566057.6,12654849.55,308502159.5,166120125.9,27476992.41,48665140.72,27834427.45,45971150.72,670290352.9,30826611.63,393227824.8,157585225.5,86575099.43,127210905.7,349648107.1,133456119.9,223394793
3575,M635T2486,1.626784089,0.798076361,0.445212403,0.578716868,635.3349986,635.3344151,635.3356617,2485.90668,2481.24792,2491.6185,3,3,0,0,19359912.34,11705127.98,6519173.144,1615809.22,45382981.8,3110691.671,1060809.63,54076102.01,4830921.389,36982002.68,4977508.048,40731365.89,33513.58203,37279748.05,108663.7507,5583863.111,16084865.46,22118513.4
3576,M814T6517_2,2.80996918,-0.818995145,0.445244091,0.57145765,814.3722638,814.3705179,814.3734508,6517.0848,6514.2942,6523.3908,3,0,3,0,25071704.07,27166679.35,331755942.5,16346088.41,4878640.829,11302174.21,7260010.227,11486160.01,98047730.35,6665720.061,10431608.7,14338591.93,10493557.64,26293929.14,88116270.73,40446495.5,6753194.006,540021.8324
3577,M636T5399,3.459907933,-0.82603425,0.445334083,0.445775808,636.3801826,636.3793896,636.3810088,5399.41836,5397.07284,5401.4019,4,1,3,0,577628283.1,0,12777216.13,51006.37943,5869606.502,64162309.21,76890.66221,27667736.17,2628672.6,55330530.71,72105200.94,33088655.83,214212.9174,39430935.2,199051.9582,8370327.404,21813907.89,21744328.04
3578,M543T5842,1.92029345,0.799135876,0.445334265,0.260461134,542.5878548,542.5877696,542.5879667,5842.09437,5841.8664,5846.93226,4,0,3,1,366715.4508,1697586.912,40251344.63,786627.3063,17263002.84,945758.7737,383962.8389,46565314.74,2158623.383,52929890.87,1909975.943,13787412.9,238681.6664,9153019.207,679027.3353,1601864.633,3743242.939,3027066.079
3579,M642T6355_2,2.954978886,-0.822997907,0.445961692,0.617292064,642.3290653,642.3283182,642.3308391,6354.8682,6349.5084,6360.609,4,1,3,0,22072936.91,479104230.6,8465100.829,39048612.98,3701318.003,28172336.2,1575080.125,59753323.8,2763197.816,72790593.02,7080890.844,52506858.15,6694708.614,130167387.8,8277949.865,134483198.5,2936037.155,1840587.008
3580,M734T5182,3.52129069,0.817943964,0.44678085,0.397252183,734.3468183,734.3445814,734.3483229,5181.91734,5175.11394,5183.76066,5,0,2,3,71295978.55,14533715.06,46591386.84,18105852.51,24421361.5,608491113.3,1140632.564,25327656.76,55080368.44,235475992.4,2406578183,35115060.35,709512.4166,22318630.53,4816397.008,10317432.1,22925862.77,35473321.3
3581,M921T6258,1.838682865,0.794092734,0.447586801,0.234792759,920.9561902,920.9554118,920.9570379,6257.526,6250.4034,6258.006,4,0,3,1,348546.9652,15012371.83,552331.533,0,0,11620132.37,431869.7304,9670464.536,228716.0762,21391067.36,303976.1579,18599065.12,116663.5478,6324442.307,86388.58455,0,206714.0192,528149.9459
3582,M500T4138,4.325668801,0.819094304,0.447789165,0.365615622,499.7573347,499.7555768,499.7574455,4138.49676,4137.71262,4141.2951,3,0,0,3,184286.5955,630101.5932,383502.618,222940.1748,4720660.347,0,212710.3443,270394.7779,24868732.24,461820.5349,579450.4181,172949.1132,8097120.146,516119.6406,32630079.07,1090718170,5196691.774,1605693.624
3583,M573T3753_1,2.100609345,-0.808773243,0.448962627,0.32585319,572.813949,572.8131528,572.8143084,3752.78664,3749.61786,3760.24914,5,0,4,1,1528934593,5355229.966,1491511175,1699829.599,53449753.17,0,44892546.4,520777455.4,93277167.72,612587279.2,120556.5256,195038736.9,9331667.447,276010139.1,67013107.43,76997454.62,98289651.08,34769139.8
3584,M931T8086,1.685661608,-0.796013965,0.44917575,0.777443602,930.8104443,930.8100269,930.8108877,8086.3917,8076.6642,8089.7604,6,3,1,2,599768.8447,8535.06667,840230.5468,33421892.25,22815518.68,25215969.73,539475.9089,0,791714.8122,14038469.84,16859320.56,16951657.93,1698187.565,58169.22861,1767897.057,3771937.459,43936830.96,8035892.612
3585,M893T4323,2.39018332,0.790817104,0.449625231,0.311483097,892.8869607,892.8865856,892.88704,4323.14988,4319.24538,4326.96384,3,0,3,0,0,0,0,0,102163200.8,0,0,90057351.94,0,140828393.6,56568.08124,13246464.85,55503.01319,815968.3649,88924.12942,180981.3174,7485644.179,4398039.884
3586,M500T4831,1.581660959,0.78709956,0.449885554,0.603090177,499.7775171,499.7774433,499.7812781,4830.65904,4830.38646,4837.3662,3,3,0,0,939283.0868,4910589.341,1418530.222,8081593.663,471373.5677,222638.3208,298313.31,8828080.163,7628359.096,5147217.603,0,3474211.223,258519.948,11839345.63,972977.0614,1405795.812,2004624.986,17145960.37
3587,M381T1358,5.150455144,0.81589103,0.450168935,0.610625537,380.9530811,380.9505539,380.9537203,1358.23146,1350.45588,1361.09124,5,1,1,3,631307.3497,690194.6515,67431.14888,86550.94637,3121569.294,16334014.61,80690.53227,587837.0296,493364.9028,5887.738096,105730294.3,906452.313,725281.2807,48266.63055,9875859.28,823348.4447,27119273.47,4477520.289
3588,M1025T6502,4.085498471,-0.817328121,0.450169505,0.506451382,1024.53943,1024.537575,1024.540434,6501.7503,6497.8206,6505.41,4,1,3,0,411357.3501,675041.1048,324352.9095,266384.2932,32473148.3,673287.0735,172059.7384,3629593.085,0,1682730.339,947667.0898,2091651.636,0,2812275.9,0,0,3137490.598,626102.8941
3589,M488T5505,1.862259092,0.796732518,0.450298089,0.628845995,487.7907851,487.7906661,487.7915038,5505.12453,5502.66426,5508.99048,4,0,1,3,135230.9883,34125414.67,896475.7849,11695540.1,33655901.32,846767.7822,3671241.604,26546831.84,1009999.798,83264012.01,953898.3208,36058720.61,30800695.48,75508662.66,566001.8132,1402471.549,30232379.41,24453801.56
3590,M720T4361,5.452235246,-0.81695847,0.450416646,0.505138101,720.3179676,720.3172008,720.3186503,4361.30457,4356.66192,4369.80096,4,0,4,0,470537.9524,3703684.529,1857679.82,8762426.49,3389480753,542432.8328,18643734.67,251572427.6,6927515.328,308592643.5,617989.0299,38126725.82,1405752.045,182357567.4,6503857.606,834112.9199,222407118.7,10928360.38
3591,M1258T8091,1.705722005,-0.796839677,0.450428687,0.540848831,1257.909911,1257.909742,1257.910865,8091.3372,8085.6534,8097.9456,6,3,1,2,242803.8433,0,164775.7451,7646945.999,11332231.89,14514910.46,505900.074,86266.47603,690787.1555,5053998.498,6701239.164,6837068.403,0,0,230253.4598,2008617.838,10394418.5,3610589.101
3592,M653T2236,2.369719986,0.800896163,0.450661087,0.556756253,652.75577,652.7553726,652.7588858,2235.56496,2234.0163,2238.27936,3,0,0,3,75663.17358,6805373.374,0,79850.67367,12028076.33,0,23626.46866,3590017.701,236297.9079,9525368.866,291145.7726,31332069.72,3093788.162,7193826.368,7869.710779,5155889.071,12482286.7,24454064.45
3593,M996T3760,2.243060066,0.786096912,0.45074945,0.493485074,995.9708633,995.9699282,995.9715893,3760.18038,3753.08322,3762.75498,4,0,3,1,0,0,0,0,91373408.17,0,37547.8256,30821596.56,0,112897891.8,0,61199006.85,132064.3522,28911159.92,0,0,34987692.41,465667.5986
3594,M1010T7944,1.925289939,0.784910286,0.450880331,0.700964313,1010.039995,1010.039739,1010.042094,7943.5362,7940.808,7944.5784,3,0,0,3,967419.184,13167266.25,376689.6316,172123.3704,49257.54904,0,562617.335,12737363.6,839219.8051,3975444.049,2336910.393,7913271.703,1209963.371,8619947.386,1454450.829,8345978.329,1219761.525,1335001.987
3595,M670T3034,4.570007628,-0.809907565,0.451691503,0.435817982,669.816893,669.8165285,669.8186297,3033.99906,3031.48422,3038.4588,3,3,0,0,0,333091.9275,0,2067284.429,28824982.69,603041089.1,198792.6464,2754185.349,662203.7593,225911.7786,132811123.2,2136708.7,85390.85079,682132.5068,1687113.626,3246367.117,582803.9249,0
3596,M442T2933,2.932867991,0.807800912,0.452733652,0.603340357,442.24496,442.24455,442.2467936,2932.94628,2931.61992,2937.97878,4,3,0,1,19235589.65,5694263.771,65232414.22,13054599.45,4941592.756,3068090.635,38784148.1,3128397.626,268989160,3538674.369,8022330.222,3750079.377,22611422.76,6843619.95,18134013.65,355354229.1,59220094.26,4648365.544
3597,M437T2621,3.18959228,-0.804829066,0.45279361,0.443425374,437.1940851,437.1923972,437.1941718,2620.93326,2616.23712,2623.7109,3,3,0,0,1649539.178,26549961.01,1403255.167,35289518.18,426330810.5,10825364.48,1215070.772,3917358.679,3618794.22,6028132.187,21897087.19,120725633.6,312280.3101,27929034.04,626110.3907,14865138.89,15460554.35,7864121.032
3598,M432T1973,4.064847102,0.812238582,0.45305922,0.591008194,432.2663917,432.2661894,432.2673468,1972.81254,1969.05954,1974.54732,5,4,1,0,387189571.6,130209233.9,594802093.9,287034467.5,128868679.5,34502844.02,5951221876,196094018.9,44432.30519,156988523.5,10902985.26,36506254.85,194526.9254,1610108357,3870.635974,392467574.6,103136600.4,115785755.3
3599,M538T7758_1,1.832451585,0.799945562,0.453263898,0.3603651,537.677051,537.6766795,537.6771961,7757.958,7753.7874,7761.2928,4,3,1,0,15084125.08,6075453.639,13644464.48,2374376.655,67522.29742,5678543.761,0,39384942.96,186275.9136,29520537.88,9476653.731,88631.74817,53611.81315,18488701.28,9820.584944,2338583.699,82295.20663,28774.46391
3600,M599T2551,2.959019356,0.810816066,0.453842687,0.352831204,599.3372314,599.3357659,599.3386754,2550.61728,2545.38168,2555.37918,4,3,1,0,7438363.433,3453161.225,6333194.545,15802928.1,9857772.306,8126067.998,355864.4222,7145570.498,548926.7203,127174095.1,11108018.37,4611504.059,98974.39081,10565271.45,1563982.194,10506935.02,544221938.8,100553790.3
3601,M773T6828,2.278894971,0.786467782,0.455718618,0.352948178,773.3205304,773.3202961,773.3241967,6828.3342,6823.761,6830.6916,3,0,3,0,82262447.58,2745521.678,8845749.201,1482618.559,4651302.665,4432661.222,2446981.943,18097487.82,858658.5956,157025266.2,1288409.458,58246094.52,236514.2819,6554171.588,1614836.472,4685751.929,14151619.21,6119557.157
3602,M496T6964,3.15764872,-0.805419724,0.455856599,0.607998946,496.2930029,496.291073,496.2937858,6963.621,6961.95,6965.04,5,1,3,1,77735.68496,50951.58305,230268.9637,3706564.282,67182160.24,6550015.395,78844.00575,7700346.844,1242471.344,8679167.432,1251588.122,5685438.79,555636.5323,22312955.45,525422.7076,1389271.114,3057733.885,4913610.448
3603,M396T2626,1.82474869,-0.789260754,0.45640439,0.632740219,396.2005762,396.2002251,396.2014616,2625.74355,2622.97074,2628.64686,4,3,0,1,5508544.372,2227821.253,43751941.42,12734819.85,9001589.957,1215503.702,728817.5415,10424238.78,2807067.937,5701497.363,1958986.798,19174171.15,3973447.179,12187100.92,7028533.535,10402570.74,12246402.02,4986006.619
3604,M690T6513,1.361772375,-0.774638969,0.456605203,0.756444779,690.3345175,690.3335495,690.3346952,6513.2592,6507.0192,6521.2584,5,1,3,1,17540502.32,5729395.293,4635942.035,6641401.57,15659352.66,5450554.248,2214141.805,1526210.485,5618327.807,15191056,10856170.47,5465203.113,4140643.561,3245418.078,6311846.478,25845622.46,14486375.21,3158729.739
3605,M463T5907,4.712452794,-0.804737757,0.456653128,0.723119696,463.2844816,463.284451,463.2848207,5906.62284,5902.50816,5907.54174,3,0,3,0,1699438.07,351157952.6,3842843.951,499510.6074,0,2115059.622,1115034.523,5259322.604,2851319.341,29201616.66,819717.941,37000926.17,193508.7083,6498067.96,135981.3701,362477053.6,1092796.194,2146481.398
3606,M783T4303,2.545969956,0.793868182,0.457069739,0.452667195,782.8456519,782.8452008,782.8479856,4302.68286,4298.49786,4309.88628,4,0,3,1,82728076.73,1787424.22,362797.5869,70644219.97,530657.2681,773675.0824,3630962.241,43523109.4,305810160.2,28833543.75,225630.1032,17253044.85,5205158.843,43735145.72,93385798.04,1400484466,1881666.014,2910464.063
3607,M611T3597,3.700066846,-0.803754252,0.457308574,0.562567681,611.3219775,611.320862,611.3241874,3596.89551,3592.52928,3598.2111,4,0,3,1,12917812.1,8322468.939,14239333.03,1167320.747,9945316.421,529277414.6,2157522.593,59197525.19,7112729.437,43915041.26,23760685.99,19494133.96,1541756.607,135685316.9,309307.7764,6323105.181,10729431.81,8212274.252
3608,M509T3167,2.013306441,0.77370754,0.45794813,0.37769258,509.0048077,509.0047447,509.0048425,3167.31207,3163.43544,3168.31236,4,1,3,0,223899.2995,2436005.524,532292.9024,2550252.905,1292006.857,37316237.43,76242.65956,38745333.53,2025907.169,9507483.039,38277168.01,659405.3388,3790676.259,0,1167380.518,325010.5291,10695861.44,5065715
3609,M758T4850,3.011604583,-0.799141779,0.458267584,0.411881808,757.8977219,757.896933,757.8981468,4849.86747,4842.63462,4857.45078,4,0,3,1,854873.2535,0,396233998,58651.01896,4662841.657,69067612.88,323413.7904,62422126.69,6372646.497,26622626.11,0,60613702.87,395707.811,35874071.04,4946395.015,0,2602152.035,0
3610,M480T6437,1.804129274,0.776371293,0.458626684,0.737552153,479.9858329,479.9849802,479.986858,6436.5354,6433.9194,6439.2822,5,1,3,1,161157.3712,2888275.175,94298.74486,2445138.267,8741016.24,296192.0007,724612.7579,1882551.573,587094.1403,7861363.816,13511870.51,1819842.323,732120.1374,6067627.328,63997.89921,12917388.98,3760945.768,565784.6644
3611,M385T5722,1.644984357,-0.769869634,0.459743881,0.128720984,385.2193391,385.2192467,385.2195274,5722.47186,5721.96312,5726.1405,3,3,0,0,5131108.022,45418740.87,23974958.51,6641824.406,11506069.11,6251423.886,710993.1364,32258.77355,6776303.912,32924466.98,1329509.304,18363285.82,171585.0942,6116115,68728.2439,1643529.255,1214535.734,79112.06093
3612,M507T1842,1.645669565,-0.7685659,0.459951929,0.648295508,506.6013438,506.6009454,506.6013458,1841.82738,1841.28984,1848.93336,3,3,0,0,20656326.83,15161512.25,14640905.93,39681903.03,74928101.51,8332829.476,80374.92844,8676909.971,1084595.387,67479060.31,3090000.991,24957464.54,59190.34746,9015525.011,11480.11764,65077780.65,18138182.25,6266640.292
3613,M483T7736,2.424475173,0.77366928,0.460096439,0.742723612,483.3008503,483.299595,483.3028318,7735.8756,7728.5586,7744.605,5,2,0,3,355622.6782,609352699.8,801620.4447,1699299.898,1370211.472,20251.9472,42447.62556,840789699.7,268502.1107,645743440.1,122587.2447,690577.0755,1369357.961,376970518,25638.33419,823301448.2,2839925.153,2383912.651
3614,M462T3894,1.649030653,0.785080119,0.46033798,0.257648493,462.2179641,462.21645,462.2185924,3893.52822,3887.97612,3893.6829,3,3,0,0,5379320.143,2731127.99,1487388.227,8517992.974,15374923.15,7876440.518,31941531.39,1065261.211,23315462.23,6037262.922,1031613.24,4824638.268,427347.1909,1905485.027,4181455.506,8924150.284,2712447.19,785874.8298
3615,M366T1515,1.991343048,0.7784949,0.46059992,0.68004806,366.2042818,366.2036484,366.2063894,1514.64402,1512.69666,1521.11046,3,0,0,3,774737.1788,8875634.774,126368.8972,674299.7789,774315.4456,14230905.73,2529.341213,6031701.794,21117.38658,54468.98177,29320418.51,15261913.95,145576.1163,56035.62736,40268.77606,13405618.37,15304262.55,21462922.02
3616,M388T1257,5.148423067,0.794587558,0.460855432,0.461659544,387.7080168,387.7071791,387.7086911,1257.1458,1250.71422,1263.24378,4,3,1,0,413891.2396,11198975.39,5535.202548,1120111.7,14752.57936,154605378.3,0,261512.8575,14669.30764,17774.06683,860568925.6,770223.365,267703.9638,0,0,912364.4086,249141.3923,3104062.226
3617,M526T2946,2.748699891,-0.792162382,0.461062769,0.475032583,525.7884559,525.78763,525.7905713,2946.43896,2944.5816,2952.51012,4,0,1,3,536210755.2,115362330.9,2594141.104,1629735.935,7205720.947,2905779.361,5273854.456,70710912.93,1449416.166,120841860.7,5770660.527,38216361.33,0,12806219.79,214974.4643,5938329.413,42278468.39,85348988.97
3618,M436T5814,1.97872716,0.778024807,0.461502224,0.797520431,435.7620681,435.7617558,435.7624159,5813.74356,5810.75982,5818.95738,4,1,3,0,51774.87905,2659924.593,14900141.75,1628232.266,6773043.47,0,0,8016544.567,0,31022723.08,510347.3027,11923246.09,0,33723129.42,59144.71524,0,486951.0744,108097.9491
3619,M794T3082,2.197079733,0.766308537,0.46176683,0.257647839,793.7260451,793.7243469,793.7262901,3082.34676,3080.37612,3083.76378,4,1,3,0,0,45036.38136,34625.87577,0,0,207440322.6,0,198744524.5,0,212806894.6,39451800.91,4934732.955,0,167828.0102,0,0,0,0
3620,M596T3084,2.005727534,0.765346216,0.461771526,0.28438957,596.0480843,596.0472412,596.0486474,3084.07341,3077.72238,3084.74862,4,1,3,0,86692.93221,1450392.089,6257485.561,904246.334,9896803.686,230946860,379828.1837,186537382.5,75806.67443,217363246.3,76340163.4,19817797.13,147364.4043,13331919.4,197511.4076,428329.175,10820425.38,31921130.87
3621,M871T6517,2.077892736,0.765486224,0.46191852,0.323176249,871.1688504,871.1679851,871.1704998,6517.0848,6514.2942,6520.3302,3,0,3,0,17329122.88,0,887357.1769,0,144887.1161,0,2679055.397,2337296.787,333252.6802,3267267.653,7870986.365,21665092.59,629547.0764,2279924.793,160458.6568,842379.099,903546.6566,527807.8535
3622,M936T5637,2.528110861,-0.788475047,0.462200902,0.321026287,935.9999902,935.9997028,936.0005651,5637.08595,5629.4034,5644.53438,4,1,3,0,300112165.2,0,52357887.72,0,0,35000160.78,44513679.17,242472.2136,35557097.66,329405.4383,71989753.19,632316.4693,827146.2969,266707.2875,7148658.69,0,2491213.029,484542.1094
3623,M1004T5134,2.064502336,-0.764366248,0.462321083,0.225300487,1003.613638,1003.612638,1003.614562,5134.3884,5133.27444,5138.33736,3,3,0,0,455412.6464,5767277.372,0,7437346.272,0,11637817.64,0,0,12253729.87,0,0,0,0,0,0,0,0,0
3624,M439T2949,1.956013015,0.774041703,0.462556161,0.668531306,439.2405055,439.2393402,439.2425622,2948.8107,2941.3434,2962.8018,7,1,3,3,2371141.234,11421231.58,18193687.95,90775384.01,173467863.4,1798749.963,81831106.76,14964631.79,1725564.68,136782466.2,1355472.989,346287518.1,4678218.566,14382957.17,1147110.032,30339690.83,293649819,331486742.6
3625,M1024T6478,4.926110583,-0.793667644,0.462591899,0.60237103,1023.774815,1023.772457,1023.775883,6477.6906,6472.0896,6481.2324,3,0,3,0,0,0,0,0,280388956.2,376093.9684,336294.7548,5427449.911,222961.891,26900522.96,624651.3083,23483398.81,0,3465064.012,0,351804.9159,73750757.5,8674552.445
3626,M358T1746,1.997299894,-0.770941571,0.46292954,0.290920659,358.2087872,358.2073161,358.2102112,1745.54892,1745.50212,1745.91036,3,3,0,0,616821.3595,114401420.4,405599.1016,17789741.34,3277696.851,70471849.53,210939.61,10164977.88,897163.1117,1041767.43,70620313.37,20686297.35,290485.2711,714394.0176,748346.0286,41923623.23,199931986.4,282933393.8
3627,M525T5181,4.166180518,-0.79121728,0.463097309,0.69806181,525.2880983,525.287021,525.2884546,5181.41697,5174.61078,5193.495,6,1,3,1,14463688.64,10650891.16,5361732.575,1532958739,19452222.95,18053910.22,2206468.801,33379426.01,16516904.51,1834503.943,252605338.1,77728077.98,8537252.382,61353352.91,1564695.429,1925493171,12093942.1,29795300.67
3628,M1283T1161,2.001157882,0.774850657,0.463255112,0.353168211,1282.6869,1282.685704,1282.687115,1160.91921,1160.00244,1163.7825,4,1,3,0,4522933.47,0,1866454.54,0,1448898.659,0,3014.477949,8896926.112,7209.614256,1321598.369,0,5456900.577,2334.231907,1167795.925,1878.448541,378535.8629,1120987.663,714475.494
3629,M385T4575,1.790599253,0.767780043,0.463684993,0.563509813,385.2194738,385.2193634,385.2200553,4574.95902,4567.12404,4580.86668,4,1,3,0,969103.3234,5300697.934,123910.5995,16112320.66,28564826.73,547256.3255,307522.4977,35263091.91,422556.482,40746146.03,1128200.847,14559841.43,245177.2879,22209484.76,404020.7189,7603014.614,5797668.318,9890656.37
3630,M915T7276,3.139566966,-0.789007689,0.463770283,0.587348949,915.4874931,915.4869297,915.4896122,7275.9852,7270.6974,7278.8064,3,0,0,3,25487072.28,451056.4289,1803191.845,579351.1053,680938.5749,163333.4875,376921.1528,873499.4011,351906.7255,4490684.485,3142845.415,53622.56123,1159070.194,488230.8539,2697664.646,795895.4543,3701605.091,2694645.49
3631,M481T3352,2.575402375,0.771326929,0.463968641,0.711684728,481.2580688,481.2560388,481.2586234,3352.09986,3350.49474,3357.3132,3,3,0,0,7400237.205,1830687.63,37893188.55,2100880.325,2003537778,43270027.58,1416376.237,152417637.7,1976934.765,3909262389,96389499.25,1236665013,16734563.6,189088812.7,588563.2699,16388006.77,3423577127,1605779918
3632,M858T6287,1.916056746,0.78552272,0.464097395,0.377841374,858.4100914,858.4086222,858.4107474,6287.2776,6286.1652,6290.541,4,0,3,1,3045631.909,13675245.44,14990063.26,5167546.415,5638509.202,3746119.038,8778394.187,10674346.61,3320147.035,57956355.35,2212195.588,5701315.294,13210929.22,110195167.7,3915789.603,21353548.3,21664252.28,5773851.376
3633,M634T3706,2.141581952,-0.783216537,0.464341143,0.49888626,634.3058841,634.3037467,634.3061893,3706.34994,3701.33922,3707.58126,4,0,3,1,100428152.4,98135.57475,215540601.2,825156.013,6244622.425,5435588.142,521623.1354,47507381.17,9178376.806,36048915.01,57708884.59,2459840.19,1890716.953,43700296.98,16811432.43,3170861.044,7876330.794,44581306.74
3634,M601T4475,1.803947314,0.766127482,0.464577355,0.386951327,601.3148505,601.3133432,601.3156544,4475.18328,4470.50622,4480.97052,5,1,3,1,1676067.34,3087194.478,2020869.788,4637416.781,16338874.58,42059233.66,3912842.209,11419516.95,4682188.753,27348135.68,8862167.889,69726130.53,1642203.292,7597835.863,3333187.791,4992602.232,19169892.55,3523833.446
3635,M669T5650,1.370666283,-0.76795068,0.464579381,0.789734909,668.9688194,668.967242,668.9690777,5649.65052,5642.6997,5651.24796,3,0,3,0,845194.4898,16230561.79,1890538.18,10229138.47,6818199.289,12083336.55,2914537.659,2479268.261,3930363.825,6620905.777,11545007.64,7600127.597,7350339.958,18374792.99,2398093.327,16083213.91,2142647.48,446684.7903
3636,M603T3705,1.607817899,0.760984062,0.464887749,0.111501531,603.3231959,603.3231507,603.3233563,3704.96658,3702.06522,3709.26078,3,0,0,3,10257275.12,4894781.373,42109030.28,1824383.226,11979695.95,2420026.437,4330225.793,51602167.3,15700993.99,29985812.58,1996886.61,14534721.34,1416977.73,35838436.87,4604937.681,127148530.2,260955935.3,652247536.8
3637,M635T7081,4.501802106,0.785967171,0.465045345,0.559366503,634.8399639,634.8392613,634.8409246,7080.5814,7073.958,7086.033,6,1,3,2,230465.2846,58119.50277,0,0,47069624.38,6335042.632,0,4069786.392,161750.8808,235871224.2,748474.1543,865158.3859,0,16778915.85,1849743.138,1177489.724,23585850.3,12653506.62
3638,M1180T6750,2.224118368,-0.779179119,0.465391169,0.523338912,1179.595427,1179.593259,1179.596708,6750.1815,6746.4162,6759.5862,6,1,3,2,0,0,79815481.9,628929.5814,173870229.1,5269104.348,42479.05961,38552853.87,62863.36381,52375791.69,0,25679109.93,0,21995208.74,1401721.697,3224167.718,7481197.793,57102268.34
