id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,B1,BCG,PPD,T011B1_not_identified,T013B1_not_identified,T014B1_not_identified,T032B1_not_identified,T033B1_not_identified,T047B1_not_identified,T011BCG_not_identified,T013BCG_not_identified,T014BCG_not_identified,T032BCG_not_identified,T033BCG_not_identified,T047BCG_not_identified,T011PPD_not_identified,T013PPD_not_identified,T014PPD_not_identified,T032PPD_not_identified,T033PPD_not_identified,T047PPD_not_identified,isotopes
9440,M565T1250,3.280796957,2.016968599,0.084577959,0.095105343,564.8511661,564.8511014,564.8512407,1250.13783,1246.61068,1255.44434,4,0,3,1,1020305.884,897070.7662,925166.7252,6717199.582,2096576.33,917299.3879,12130930.38,8004026.732,2978.965654,1817405.65,6135720.788,13160427.38,934161.1861,7236750.421,764507.3561,6414255.733,912530.4927,2441.258308,
9441,M630T6678,2.815146364,-1.99793456,0.084579335,0.042821802,629.9808422,629.9793237,629.9817985,6678.0544,6672.0492,6680.7408,7,4,3,0,316451.4334,7796859.164,13705723.84,10605125.25,2472973.22,7075428.54,1460146.347,2777021.838,4924224.303,0,5664146.006,84010.08018,366291.0573,1155936.406,3467845.543,5259619.621,957060.3659,1364149.078,
9442,M670T5809,3.22838993,-2.016909019,0.084584492,0.023808986,670.3272191,670.3263195,670.3275002,5808.99847,5798.8228,5819.57246,14,6,4,4,1041630356,426776878.2,2018870104,715710193.1,489356146.3,291483687.7,80396404.43,209879388.2,622940925.2,21809846.18,584781359.4,23942203.78,9067358.809,65396124.03,173090760.7,457190564.3,68665129.48,33198436.67,
9443,M465T3250,2.314713147,-1.944523571,0.084585655,0.108940043,464.7481163,464.7472501,464.7483483,3249.94307,3238.89208,3258.5585,12,6,3,3,100802065.9,134815889.2,269327149.7,422473293.3,124408919.8,180534440.2,8761539.689,45419294.22,194371791.7,165459108.9,116673161.5,1718766.912,729440.9,530914.5086,49814434.95,335179790.8,907186.6969,623053.8889,
9444,M516T4201,5.533980786,2.12192513,0.084589028,0.097641589,515.7701525,515.7698428,515.7703885,4201.2013,4198.84814,4205.79428,5,0,2,3,32106278.27,13796901.31,9388476.672,2620375.22,8339464.472,38792912.07,49225237.68,219146947.5,13986985.78,31296213.65,203855462.6,63802888.48,17214650.28,82396295.02,76637486.91,10791242.36,111301846.6,301836.6118,
9445,M528T1314,6.896198744,2.098998152,0.084589042,0.039068386,527.7565842,527.7564598,527.7567485,1313.6724,1312.17218,1317.74296,3,0,3,0,22158.32273,18192.54063,59375.87056,0,475902.2065,993631.897,6115.285495,2665783.696,3730.932221,4629918.276,2057629.449,1458756.978,136803.7594,1340035.55,41024.95282,38269.82976,3028.842778,1533.977826,
9446,M581T6374,2.600740909,-1.950233841,0.084591305,0.01052667,581.0579222,581.0559512,581.0588094,6374.1934,6370.4496,6376.2022,5,3,2,0,4776224.134,16796017.23,19639689.23,31477668.22,8123482.075,9544302.424,1402278.735,1076417.888,8971612.738,3457616.735,2543668.052,17291345.06,198185.9928,1388268.767,3104069.248,2644070.763,628606.3828,1464438.322,
9447,M806T7556,2.876814754,-2.104078208,0.08460085,0.024499574,805.9095759,805.9078818,805.9109643,7556.4724,7550.0524,7557.9592,5,1,0,4,5624216.873,1691769.614,11765508.67,1716699.641,13354058.61,5745446.093,2615011.414,2978534.565,3081095.315,370375.982,3006410.155,1817279.076,51694463.44,89211892.89,3324312.961,12514426.19,30512283.46,13334210.2,
9448,M651T5806,2.234639959,-1.949167209,0.084607998,0.221604979,651.3182482,651.317532,651.3196149,5806.4632,5805.76262,5814.0549,3,0,3,0,66746720.69,10711075.72,60565260.84,22334635.18,48104575.82,25575104.58,7794972.614,15920608.78,3937398.451,8333111.029,25504242.59,43241246.17,42419481.46,467892602.9,33432726.73,8485808.732,155696614.8,19830090.49,
9449,M463T2844,2.158079576,-2.016771134,0.08461167,0.029899941,462.9202263,462.9199434,462.921101,2843.89895,2836.2358,2855.926,6,4,1,1,2971454.206,4781929.481,313178.4993,2415050.537,1792530.248,4362996.72,30998.51872,1494387.839,1853957.551,1939111.752,1514182.068,876595.9237,15964.75771,157476.3296,622420.5789,3076461.6,54162.67289,83299.78839,
9450,M855T6405,3.040629518,-2.024424869,0.084614063,0.013066425,854.724699,854.7243595,854.7257992,6405.084,6400.5086,6412.2496,6,1,0,5,29625116.45,1135776.765,10582167.55,12539544.32,42618841.72,39798858.87,20926170.02,667693.2496,8348629.568,4077845.99,6135391.624,4670613.852,28865413.62,46346085.96,62076743.67,454215.3905,57400446.99,51405675.98,
9451,M1237T7459_2,4.581890474,-2.089787242,0.084635047,0.531831606,1237.236542,1237.235792,1237.237874,7459.2571,7456.9794,7459.8702,4,3,0,1,1931177.081,11737659.99,14462201.85,11791126.05,33880221.89,3465772.922,3368378.731,2673672.986,235619.3481,1351450.395,8229916.298,1004778.657,1337030.096,1812015.175,2911748.041,70788636.33,393553.2069,1101184.357,
9452,M903T3403,27.96651495,-2.142790798,0.084662221,0.092276097,903.3679849,903.3679185,903.368128,3402.82072,3402.24102,3407.65102,3,0,0,3,103702.7052,1845969.833,257189.4919,164356.161,503461.8426,676183.6037,36111.39522,0,0,90857.00409,0,0,3266800.675,21106111.23,850668.465,0,11736157.07,0,
9453,M637T6447,18.0109871,-2.145052226,0.084663749,0.028922082,636.679294,636.6777799,636.6807836,6446.588,6441.0374,6451.8172,5,4,1,0,26864891.27,24385373,68453831.14,6215482.627,6782686.868,3661434.172,698601.171,1257377.657,2753801.521,1233271.097,991187.257,636900.9761,536563.7508,870094.9,5617912.852,419237.891,919719.2262,348837.0901,
9454,M706T3993,3.654370222,2.028258241,0.084672458,0.216052443,705.5339464,705.5334898,705.5349339,3993.24241,3990.49616,4001.37516,6,0,3,3,0,0,0,3759269.068,2647918.782,1679507.426,4980705.028,10658205.87,276130.0181,7790924.547,5108453.022,737359.9223,916918.0201,6656727.666,14272378.19,3940874.134,3802265.211,0,
9455,M1108T7173,5.576339813,-2.096719547,0.084686693,0.050036868,1108.0142,1108.013558,1108.015219,7172.6718,7168.354,7173.1528,5,3,1,1,15517239.44,9216427.934,50837407.15,4048726.574,98138477.96,88934480.99,23580916.9,1169329.887,550536.938,15813520.41,6378277.693,333190.8124,7643800.108,25674924.83,12059498.45,1264292.506,26186685.99,0,
9456,M802T5932,6.561657415,-2.117053224,0.084690576,0.091871335,802.4382737,802.4352579,802.4394615,5932.36257,5924.226,5937.1512,6,0,3,3,128429368.7,79732546.75,108854667.7,8487589.124,171040969.4,446975974.3,10622908.29,74835050.4,20419045.45,3390990.844,26778533.34,7746580.066,583484942.4,2423952760,12717832.38,21191504.78,1833024460,8001732.313,
9457,M720T6293_3,4.231772294,-2.102482085,0.084699407,0.062119771,720.0833284,720.0811099,720.0843373,6292.9425,6288.3514,6298.9666,10,4,3,3,26680020.09,69749167.41,71938213.64,4534077.896,13276957.61,17293888.32,18933091.92,8034427.786,9852736.065,543935.6326,7794134.124,2923733.433,6289791.547,24044894.92,20660614.95,1875117.656,21490160.32,1199159.947,
9458,M685T3302,9.289411814,2.138631647,0.08470378,0.039838466,685.3460853,685.3457221,685.3467264,3302.05044,3295.84748,3304.5276,4,0,3,1,645225.6539,2856155.205,1046008.73,654048.7894,696272.6008,712398.2627,1536782.804,19140177.06,26297151.4,2439091.973,10090913.08,1899910.559,297140.3363,5697237.162,1274632.513,697880.2068,3224042.653,434263.4127,
9459,M536T5353,3.937923739,2.080186958,0.084714985,0.259048079,535.7741295,535.7739927,535.7744108,5352.8306,5346.30772,5355.4722,7,2,2,3,2200439.667,802073.7691,2954736.254,11171013.84,20429205.16,13092118.71,54687538.19,59947799.76,349439.4134,25623014.09,57899911.15,946509.9565,939262.7063,7240914.226,84544913.5,17166326.72,12748454.14,1640589.012,
9460,M792T4860,86.76438565,-2.145493994,0.084715943,0.097896974,792.339512,792.337265,792.3398136,4859.72894,4856.84406,4872.22202,9,4,0,5,96380449.54,498841.4313,86404293.02,241459.1548,19088312.11,24500364.3,80097.73786,347501.682,94992.59325,513097.1902,1216101.506,365800.8039,11025635.31,110511281.5,17775184.59,0,48199309.5,75190362.7,
9461,M558T4769,3.585031272,2.081697529,0.084716429,0.145823886,557.5244562,557.5242266,557.5249147,4768.58915,4764.33396,4774.03518,6,1,3,2,11041211.93,2715125.755,7159926.472,26951638.8,6671478.629,9265612.492,1473310.529,62235963.56,7373790.97,32815635.48,82340512.88,42503685.66,4022496.593,35077972.61,11486722.45,54283173.48,44085126.33,1046937.096,
9462,M771T5651,2.578436997,-1.995444488,0.084721183,0.259692002,770.7403188,770.739052,770.7404853,5650.92486,5647.74282,5655.41784,3,0,0,3,2300592.078,191752.3215,3194138.281,967511.8415,2446377.022,997295.2722,0,327115.8852,1008082.47,153304.1357,1267696.253,1159998.095,1228300.604,14875684.91,167823.2472,280224.3129,8386285.377,0,
9463,M447T4117,4.035456042,2.092514514,0.084722106,0.275764453,446.7080942,446.707103,446.7084409,4117.45674,4113.20286,4125.21556,8,1,5,2,28318491.84,103567494.3,8156977.779,221391608.4,92561199.38,80815564.95,142424075.8,403219755.3,439448143.4,894342033.7,271960635.9,6812995.594,21609617.83,82721626.27,710946859.8,955756769.3,118483414.5,0,
9464,M597T3664,3.955994788,2.085544818,0.084729396,0.02775227,596.9884658,596.9884626,596.9912082,3664.45028,3659.0785,3670.89392,5,0,1,4,302911.0891,255562.9128,1103702.729,2648059.364,2089758.268,4330866.392,9038222.547,4781937.691,17964200.4,5007206.615,5325088.15,334573.8128,5316529.154,18050680.3,22025178.45,2447554.753,27239238.76,58027757.85,
9465,M551T4213,5.642581207,2.134155727,0.084737808,0.158548552,550.7811667,550.7801801,550.7819791,4213.26818,4210.78842,4218.16852,5,2,0,3,9086841.836,2564969.64,5763108.362,11797578.42,2479004.71,8096467.256,21220513.01,98479300.55,60226713.15,9683561.206,24365520.59,10531244.55,3918152.906,86177215.92,19886059,30060387.22,32051906.92,2522360.407,
9466,M593T5622_1,4.51606937,-2.028715057,0.084749684,0.56379938,592.6829435,592.6825558,592.6830694,5622.49204,5616.51606,5624.69648,4,3,1,0,25268316.04,0,4085525.501,4854379.304,18965241.01,25180507.12,11887202.88,966189.8541,546609.9055,315111.2294,3427472.36,207450.4018,178534.1761,528851.1343,1544341.511,326771.6879,512508.8596,70692874.95,
9467,M1208T4330,8.230984283,-2.10229714,0.084750028,0.223321489,1207.52429,1207.522857,1207.524613,4329.96812,4326.36404,4333.56034,3,0,0,3,622061.5631,2740321.6,5307960.522,85248.06072,1699180.255,971002.6688,0,0,0,1014229.214,0,373912.7473,1132280.297,46607388.61,146250.7939,0,17532645.02,0,
9468,M780T2332,51.99359059,2.143448295,0.084751831,0.033936467,779.8003615,779.7999059,779.8004508,2332.13246,2327.93652,2337.09796,3,0,3,0,0,0,0,0,393215.6633,0,155166.075,0,734059.6111,3417220.371,8062399.553,8075848.6,0,205804.7089,584226.6041,896569.8745,0,0,
9469,M497T4057,2.990116006,-1.978771336,0.084753497,0.02383652,496.7921772,496.7913745,496.7923766,4056.92771,4054.76652,4060.88958,6,2,3,1,1977985181,1475213471,3666544313,911777099.1,240484913.2,1373023586,74033114.89,413690772.1,718543834.4,1707287012,307408100.9,4674079.129,3878956.79,30118876.96,247000433.9,1092690953,10987068.58,122121.4465,
9470,M558T4898,7.227659239,-2.13837543,0.084754167,0.024857015,558.0315597,558.0315341,558.0319094,4897.85226,4894.41374,4900.8383,3,3,0,0,5818262.832,655683.0119,26326811.92,1523015.721,23318277.32,9807283.459,638581.1019,2574133.289,1131673.097,850682.2628,2800900.069,1336143.39,513210.0614,721628.1811,1118826.278,844858.562,2852216.801,456205.7563,
9471,M527T1311,6.684399043,2.101757602,0.084754184,0.023226381,527.2558046,527.2552749,527.2561309,1311.05977,1307.20426,1315.82048,6,2,3,1,74104.16911,28658.24688,235465.5486,62044.03691,2315170.307,3011487.983,0,11756794.88,34580.26246,14983122.42,7516584.441,3990005.35,40837.11205,1461951.065,185677.7151,632249.0436,4989.961255,2015.803456,
9472,M654T6824,3.503838663,-2.090769128,0.084755308,0.002740475,654.2990986,654.2984084,654.299864,6824.218,6817.7524,6828.4648,11,5,1,5,1988849.813,14464906.74,11338340.25,14820034.3,32297896.75,4352387.911,4986508.694,1704152.985,4901726.741,3069334.643,7694808.53,265062.4359,14121545.26,41720227.85,27621918.92,13987926.5,58468028.05,36906288.26,
9473,M692T3834,4.17458431,2.087974015,0.084783934,0.118349364,691.9695079,691.9685485,691.9696262,3833.98883,3832.13912,3835.52348,4,1,3,0,1344422.316,1475282.414,2361237.713,20487883.09,15506709.78,16764574.3,19678182.02,63958580.96,177783.1691,84169493.48,64639305.1,9252527.777,4530804.349,33144412.55,54889890.45,31156514.76,35062173.8,86859.24801,
9474,M984T6023_1,16.06063535,-2.138997871,0.084787035,0.023700524,983.8422104,983.8413771,983.843489,6022.8236,6018.5454,6028.691,3,3,0,0,2894355.838,198390.9975,22045554.2,358555.0265,20625793.81,9613240.081,0,761480.2569,0,1928202.662,780658.6174,0,0,0,153841.782,311657.1349,0,0,
9475,M385T1253,87.19047629,2.144666259,0.084794051,0.036279674,384.9346495,384.9346052,384.93579,1252.61919,1248.13312,1258.4993,4,0,3,1,3353.327668,9373.458692,5542.906831,8211.400607,49124.05398,108989.8234,953.3225452,3079091.059,0,5626395.06,6903302.025,485181.9857,1255210.435,61423.07085,18313.65572,8172.335878,5278.921063,3369.733814,
9476,M462T1242_2,74.36618706,2.144486232,0.084803883,0.028613913,461.9942884,461.9941211,461.9943451,1241.54232,1237.05072,1247.45904,3,0,3,0,84287.64483,4566.913724,16652.9193,0,9084.974028,19340.90303,2709.499338,2817787.64,0,4228095.909,2864663.195,46856.68017,66800.029,134481.7068,3193.306404,33671.50243,1462.468597,0,
9477,M611T3575,7.135050963,-2.133701994,0.084807462,0.018240682,611.23801,611.2371921,611.2386905,3574.59527,3573.47706,3576.83462,4,4,0,0,12179813.92,5799820.83,38918540.44,3053983.847,13352314.82,6862301.234,92548.04482,2213384.039,323192.8436,2166656.549,2995282.979,3444563.084,0,486746.3341,728870.0273,129146.9055,0,63126.069,
9478,M561T4248,3.242955503,-2.053399246,0.084814565,0.099520545,560.9531296,560.9521038,560.9541941,4247.50348,4240.86826,4250.57652,5,3,1,1,254060789.9,290656738.6,791619409,629123606.9,144733607.9,72129167,100664147.2,112760286.9,12831983.02,238692043.8,204604117,3390148.796,8916514.918,28335550.5,45155082.51,568829627.7,24840702.71,270758.2682,
9479,M614T4499,1.960649673,-1.947410481,0.084816394,0.035997471,614.3070202,614.3064822,614.3075653,4498.7494,4496.662,4501.66244,4,3,0,1,703346978.2,522128649.6,611783569.6,550010395.5,209477361.9,438140535.8,119775631.9,317622868.7,41108987.11,710597167.5,343868697.4,14925556.38,14873159.34,79902873.39,116503045.3,591798556.9,46837494.51,20496444.91,
9480,M497T4809,3.860448875,-2.06514767,0.084817502,0.019199805,496.5050629,496.5039363,496.5051345,4808.95289,4802.37218,4815.68222,6,2,3,1,65244098.13,50811671.62,124271043.4,27568663.05,9339953.578,21364213.18,910139.442,24174166.87,32406995.56,7079315.721,12292024.52,485783.5905,315997.4722,7021793.326,3034788.673,12114773.2,10881293.14,70655.03216,
9481,M823T6844,77.33463542,-2.14448493,0.084823438,0.032081065,823.4739126,823.4695884,823.4744299,6844.4746,6837.4152,6857.4916,8,4,1,3,8430067.735,755362249,487368103.7,21005769.99,325201545.4,36045270.05,983795.2236,1746058.21,4876893.37,4677842.665,8515896.949,320877.8576,9818502.328,21278370.95,44628827.45,3223037.485,17272929.28,7942785.678,
9482,M752T4365,5.343730221,2.092404302,0.084842672,0.019601368,752.33964,752.3385702,752.3410332,4364.84986,4363.41498,4367.29116,3,0,3,0,0,4148246.19,0,568874.0559,1875269.389,1330646.658,6618635.868,12325260.3,68336.73198,865146.6655,5612698.643,16848490.28,33079.67903,0,0,1735657.759,448618.6214,0,
9483,M407T1341,12.24168569,2.119892568,0.084842726,0.157930959,406.5464083,406.5462355,406.5471422,1340.97514,1330.79108,1344.08616,9,3,3,3,764112.3449,197823.6249,573625.9683,667669.4293,9029049.291,66975444.92,292529.1864,425365674.1,0,215120878.7,245536600.6,71078712.71,55891791.13,343306847.7,6099823.369,28818954.2,1476205.944,0,
9484,M824T6841,78.07542033,-2.144332402,0.084844393,0.031674385,823.9756335,823.9733061,823.9769981,6840.9406,6835.7968,6850.934,8,5,0,3,2610284.495,271342353.8,181045857.3,7133065.928,117618826.9,12618038.41,1819746.137,560632.8556,1411654.959,838876.3032,2624337.551,331883.0016,2912304.247,6847782.324,16266999.44,1866577.245,4778943.51,2049932.959,
9485,M973T7839,3.363077865,2.099326361,0.084847921,0.435393178,973.439936,973.4386617,973.4418986,7839.1352,7833.3128,7839.219,3,0,3,0,607954.9391,1055009.4,1140009.773,2022320.8,2281673.223,421689.4844,9365702.916,3980603.268,4862598.375,414708.1627,6002085.221,693763.8484,2260546.677,1051219.369,943680.4135,421341.2497,2280907.639,118512947.3,
9486,M421T3532,2.357339216,-1.914811534,0.08487159,0.034106249,421.2447409,421.2444561,421.2456869,3532.03566,3522.7241,3535.55256,8,4,2,2,14260302.95,6469500.163,28667364.66,8529505.203,11814040.33,19583121.31,2128054.032,172004.2786,20277821.09,4157076.68,8047427.986,3109419.552,988810.3578,0,11998561.85,7611935.732,343899.909,1129322.331,
9487,M727T4705,2.535818324,1.92114892,0.084882381,0.030602614,726.8138337,726.8134535,726.8150249,4704.84494,4691.3777,4718.38666,13,2,5,6,4908432.711,120352.1243,2687295.226,9450346.71,44368006.12,18862589.46,56475718.12,36580206.35,26993400.59,23793496.14,56262019.7,3767401.576,9248559.337,48894600.8,68362744.82,90616935.1,55144606.64,35720550.6,
9488,M576T6380,2.902300597,-1.953717669,0.084885017,0.016374135,575.5296078,575.5273177,575.5302293,6380.4524,6373.1028,6382.9714,9,6,2,1,17410864.22,9090429.102,27184678.58,4233225.506,8612638.458,6968186.649,519428.0469,810777.7074,13965231.49,6898534.786,1368206.918,1762566.046,144309.2436,1616526.34,5191032.433,591250.8652,421521.1572,0,
9489,M531T5911,3.528595066,-2.013546371,0.084904217,0.025862978,530.7827332,530.7822761,530.7832046,5910.98798,5908.89048,5917.1294,5,4,1,0,13093944.74,29018220.97,16341129.08,3605854.234,4686033.404,6009426.161,1510362.271,7764027.822,332086.4825,313435.3224,9828985.541,869679.429,413170.0083,3789924.393,4373828.733,1779956.779,1589343.503,0,
9490,M695T6514,2.258757525,-2.034401031,0.084909017,0.051908752,694.6757174,694.6754027,694.6759993,6513.9658,6512.579,6516.6716,5,1,0,4,3617768.076,0,2202555.626,2572297.24,1167415.714,2933112.847,438150.9402,451950.211,1073720.721,622604.7033,1668796.361,1275760.078,7034807.947,24863684.67,3187599.71,2080749.043,25818836.32,430538.5887,
9491,M687T6920,2.863392737,-1.981795089,0.084915523,0.015042138,686.5801719,686.5786569,686.5818479,6919.6884,6909.8852,6928.2082,8,5,2,1,3745433.036,833866.3846,17556955.71,6187025.799,13437666.97,12382216.49,8405352.33,3732567.138,790885.9934,226645.8389,5581606.224,171687.9236,502370.619,678466.6032,737674.0992,3332218.288,1099827.076,366806.4583,
9492,M818T6756,3.452846452,2.062451818,0.084926916,0.032156231,818.4247677,818.4227893,818.4261292,6756.249,6749.2442,6765.5336,9,2,3,4,2055781.323,11000767.08,19661689.66,10032059.33,5053545.109,35291558.08,85374817.06,55039007.16,55915823.5,2113558.148,87612768.53,859684.6269,46575780.75,518288761.2,143351238.9,28620293.17,184595896.2,174781240.4,
9493,M490T2325_3,3.41157065,2.041229407,0.0849275,0.283666519,490.4514271,490.4513371,490.4517082,2324.91756,2321.47242,2329.42908,4,0,3,1,258320.2189,3355617.458,1519661.964,12683347.11,2539804.869,8320582.892,329790.4891,14208477.96,32819155.34,17421378.62,28973332.76,4082617.578,5041595.607,11906622.28,127518.1096,45899168.38,24347563.97,375168.8492,
9494,M482T1275_2,7.828574227,2.118464735,0.084938223,0.027565944,482.2328791,482.2321281,482.2333036,1275.20912,1270.30814,1276.89072,3,0,3,0,81328.29918,19029.81983,32506.38808,39626.55199,472155.3661,188575.1929,0,1931997.85,1274.056356,1677257.988,2496238.442,416168.9479,156981.8931,287702.7404,43630.66467,124978.9139,14186.25459,6000.996136,
9495,M694T6398,6.097515435,-2.130849077,0.08493898,0.026006892,694.1002822,694.0996199,694.1017079,6397.625,6395.845,6398.931,3,3,0,0,9003923.464,4176842.56,22586577.49,2311365.803,3993025.592,5288811.749,135405.1402,1768968.524,488990.7965,1413386.294,2453826.067,1506610.839,383166.4683,1707304.549,2525432.891,409566.7114,481325.6657,351699.7878,
9496,M882T6567,4.948392332,-2.07982968,0.084946026,0.024785997,881.9357695,881.9346361,881.936971,6567.2095,6560.9362,6573.6562,8,3,2,3,48580094.2,150538237,53834517.18,12612276.88,11268501.98,59041843.19,8713942.802,3673126.757,624143.7683,19550352.61,35250958.71,63150.49558,2446067.516,9986082.41,18406449.33,1297208.694,4177600.593,1960768.649,
9497,M583T1393,11.79696412,-2.110544857,0.084950547,0.102673249,582.9334676,582.9331879,582.9336351,1392.54395,1384.80734,1398.57594,10,5,1,4,18583116.98,1181331.38,4369551.72,0,6585783.904,7583599.069,2010.308043,0,5684.004731,62208.5915,3078751.443,98230.41679,2216173.513,6717739.821,3399076.292,0,5499096.212,11647253.16,
9498,M568T6840,17.76406571,-2.141096896,0.084957312,0.10704025,567.9908577,567.9908189,567.9911628,6840.2524,6837.4152,6845.5984,4,0,0,4,311222.4993,5453499.971,8999692.034,597586.8894,4196486.286,256719.5324,115086.4542,80741.43419,398364.4416,388824.0317,132449.4068,0,2571662.772,2773138.694,905426.6978,184812.578,3514094.882,8096836.801,
9499,M715T7230,3.028717631,-2.052383348,0.084965985,0.055550861,715.3643523,715.3620878,715.3659888,7229.8154,7224.2488,7234.5862,6,2,4,0,1594048.267,8757771.084,1646116.523,4233779.373,14139459.41,11408996.12,2424996.143,1004823.899,5526652.839,1671538.094,2674605.575,492056.9273,1094158.771,597687.8421,837667.8612,7788568.201,913154.706,1227707.533,
9500,M699T6958_1,9.201905371,-2.135053299,0.084969575,0.140030106,698.7204543,698.7188002,698.721172,6957.8496,6948.102,6965.518,5,1,0,4,13411832.54,29081122.63,88942698.33,693545.7263,66567853.53,9404784.153,5567065.76,875767.8657,9285331.421,1838215.558,3505625.21,1543075.36,99482949.58,68131066.2,1685032.466,441113.824,150118822.6,4854209.708,
9501,M406T1330,8.584566745,2.124940296,0.084979042,0.029598026,405.5677121,405.5675679,405.5682157,1329.59637,1325.55094,1333.15304,8,3,3,2,525136.8639,256172.0195,607109.9221,110397.8462,2195781.027,3911556.813,0,27708611.9,0,13880935.09,17859606.77,5846387.148,1288046.543,4256446.36,70625.53534,761995.8433,327154.3454,1814.875699,
9502,M731T7540,6.198432641,-2.124311391,0.084979537,0.054068566,731.3674436,731.3672566,731.3677397,7540.2525,7539.3894,7546.5662,4,3,0,1,2483160.36,3027523.507,8514921.408,567525.9418,9719599.034,634005.1731,542429.8593,828868.0768,279784.1259,98795.63218,1670869.162,603937.5865,2411271.325,1115092.851,1193192.533,2656080.232,567682.7014,666557.4632,
9503,M520T3848,3.366555326,2.076942776,0.084981068,0.180628121,519.730674,519.7297067,519.7309526,3847.5814,3843.854,3856.22468,4,1,0,3,672604.943,5900925.416,1178616.619,7767007.163,10023423.02,12419565.69,19818489.45,43706551.01,1659048.466,30684696.27,30331524.06,1601344.937,6309449.979,26652230.91,51397878.85,12882863.04,21324080.24,749189.369,
9504,M704T3710,2.504596931,1.948209421,0.084982547,0.306350724,704.3341447,704.3331506,704.3354169,3710.15242,3705.1918,3718.73768,5,0,3,2,1254372.256,795449.166,8438246.93,898491.2831,3678994.849,2135450.282,9574474.035,12913227.71,1084994.575,4907489.547,10700269.07,3901128.821,382154.0188,9658508.273,5189406.185,16299527.1,2713544.837,443971.0054,
9505,M592T5535,4.483721187,-2.01150571,0.084985181,0.017088299,591.8346242,591.8340071,591.8356763,5535.2916,5521.2268,5541.2106,9,0,3,6,702750050.1,58871770.99,880904241.8,89615196.46,234929666.7,358890899.4,5527127.857,382700436.8,1752080.072,77124236.36,19883986.93,31769148.48,1272224.666,10046985.89,10617285.13,6795958.967,3453838.362,7273988.055,
9506,M648T4026,7.767885611,2.110108139,0.084996867,0.027794044,648.0663477,648.0661964,648.0671555,4025.64584,4018.77588,4031.68546,6,2,4,0,83544.44462,64751.77964,81340.29287,233720.7635,4552913.595,3543454.88,29676916.59,14390549.91,179735.8863,9051578.562,13192189.59,0,364887.776,2868143.253,987685.5427,1633927.088,433751.3645,0,
9507,M444T1288,18.93453021,2.139588896,0.084999695,0.031561332,443.8874505,443.8872879,443.8892578,1287.88144,1283.5179,1290.2844,3,0,3,0,21891.27078,0,10673.53564,46218.45977,101956.3412,191876.8823,7222.295405,3280911.324,0,981649.0841,2021755.69,763779.7887,26841.59777,437872.5649,0,62706.23724,3955.985579,2234.567294,
9508,M719T1360,9.635616159,2.126820112,0.085000074,0.088940216,719.2741469,719.2731156,719.274399,1360.15646,1352.91782,1362.70646,6,0,3,3,55414.73723,620750.1086,28243.057,705358.7212,2549385.641,467921.2454,5576.492404,9489914.952,0,5690526.539,7886889.383,19584673.69,1629250.067,5509377.745,1003393.403,7885381.609,5991903.91,0,
9509,M505T1665,3.548912307,-2.046395182,0.085000766,0.015515583,504.9318673,504.9315923,504.9333284,1664.68162,1655.59188,1673.97038,7,5,1,1,25035325.42,9495387.863,101098733,67579996.19,20233230.91,33561052.95,472180.9442,1066752.074,24221480.13,4552852.884,13088503.23,29015834.82,171013.9304,4900192.999,1841784.318,13517387.43,431640.3388,11916.6139,
9510,M1045T7183,2.211401408,-1.915561423,0.085003083,0.384787513,1044.541204,1044.53743,1044.541501,7182.6992,7172.0942,7197.4122,9,4,2,3,46824239.72,75386693.62,20485330.84,34933556.45,43584359.98,28702367.97,35591417.38,6755916.86,6869264.32,56092893.96,7026570.508,676684.3338,59467309.09,180202467,1565784.898,4272466.915,42744923.17,27492872.57,
9511,M904T4578,25.95177977,-2.139582936,0.085003369,0.025836303,904.4758869,904.4755492,904.4767824,4577.55554,4571.41456,4583.29652,3,3,0,0,219822.7486,127679.449,0,5226671.093,2922921.714,4990831.239,189018.7753,330711.5231,0,0,0,0,0,0,52203.96265,96233.92643,0,0,
9512,M822T4908_2,2.356344707,-1.988547006,0.085004091,0.068517055,822.4010099,822.3998638,822.4014936,4907.67552,4904.10644,4915.99774,5,3,1,1,40457099.14,37921653.85,68398159.41,16277134.86,24208491.47,10733855.23,6014415.716,10850060.68,30827489.82,19614004.04,15422434.95,1298517.246,5056597.985,34023563.56,4198683.009,7817506.902,23115964.25,4624815.096,
9513,M822T6842,100.8145531,-2.142760057,0.085007342,0.032207664,822.471641,822.4670338,822.4720008,6842.3927,6837.4152,6856.6286,10,5,1,4,17957019.82,1631678628,1075418285,38030404.01,694391783.7,78901360.29,1085414.907,4281889.774,144946.3905,12396121.34,16926082.6,243590.475,21653407.99,43707241.43,84833756.48,6767938.623,39652668.8,20562653.98,
9514,M683T4040_1,2.50213027,1.927580617,0.085008714,0.245422237,682.808166,682.8074739,682.8090187,4039.68123,4033.5803,4047.17622,6,0,3,3,831716.394,6774047.304,489215.8413,1950911.428,883613.5313,1440324.829,6028033.657,8543957.171,188114.8555,2525945.349,6841183.815,6823689.549,290508.696,8731405.746,2680758.862,7202573.33,9089874.611,217854.8943,
