mzmed,T035B1,T090B1,T142B1,T163B1,T164B1,T165B1,T035BCG,T090BCG,T142BCG,T163BCG,T164BCG,T165BCG,T090PPD,T142PPD,T163PPD,T164PPD
618.300111,167000,1991910,68147857,27727468,1077840,3720523,869870,408278,5865382,116409532,105247026,3870091,328353,5705336,152166,4739303
618.309952,2770228,8224043,46448719,5593611,16212482,98315768,14535538,3335805,20959874,210858640,137197798,4108034,13931870,12391106,44423813,1802673
619.306886,969056,4934550,52178466,19740844,63428561,59517500,4101869,2122359,4999245,648312679,664710704,1860059,2409231,2707739,361330,517372
619.831788,275749,138164,1679022,0,192695,13980491,5281019,5491787,94091,392690,7747639,10598792,19266719,41480,160503,3971659
620.764474,44434279,7019395,13360319,3338481,4722756,511931,22390378,5981246,11945208,340809,174927,1014720,45227378,7357520,635004,22448706
621.265333,11104371,60344805,181384382,3210679,2507323,2361647,6099078,56136652,4910279,2623263,1917176,5512750,14174589,2702815,1703292,12831638
621.315183,13395121,2721173,49539019,53536114,2621364,1902091,12383232,13012912,1112463,189238812,522919305,4173867,26017857,153661,4577826,409676
621.806986,400867,328132,4420733,45431433,686963,2121469,6742638,383249,15815595,4304,1780728,11513461,17007253,11739242,1642609,1086533
622.286893,23882871,2245967,1975712,7742002,7653586,4244773,19888564,745861,3482062,329455152,14393114,1031256,36335788,10259194,3894028,839109
622.308763,273860,2343708,2191153,6315320,2496638,1280383,4779438,7616122,5030132,10527,709332,6655150,8971326,6577038,960581,512576
622.324875,467972,4425922,12194702,27759397,17844480,6544050,5754928,3294748,3164473,433806097,26855081,4814098,4175403,1589581,24914393,1343868
623.847915,68665795,1664378,7141751,590180691,1712746,1487073095,8926832,690445,957428,173953901,391852991,124839,60202747,74922,244690,2384638
625.293428,4766329,0,20901002,0,0,0,13757348,0,0,0,0,0,21912585,0,17507674,39673242
625.798815,0,652920,0,310540,23539903,2976295,102437,0,1315385,1464264,1534596,93147106,790457,1032372,152365234,46503856
625.920626,0,0,1352490,0,149800,165319,0,0,3971808,6353950,10359084,0,81879,651837,0,0
625.963122,113298,7683983,4943117,211261,0,0,41450,52171291,6383032,359151,850604,1655345,3048741,13174298,0,54538765
625.980402,11078856,137379254,0,8210919,0,13424617,12603689,201799585,36753727,0,912561,22645303,29572820,26801146,0,45954898
626.29681,5715035,811514,2637665,1016273089,12251474,11154147,3218521,942412,120289465,4690639,3798945,13984979,0,140904,4094894,25752338
626.648348,54090,0,63372490,283714,477672,37664074,1823306,0,170530,584090342,320797034,0,118142,33772,216759,157395
627.300961,140900,1236661,10963336,10227375,269981,31281010,103746,254436,843551,5193092,4152020,22412153,16180903,4049765,0,12462754
627.336618,1020119,3092944,3400372,63201673,481617,13543529,2700469,2194625,75481740,1758744,25752527,7602441,2629201,265618,314717,5203549
627.787704,16627765,3236359,7975740,4157640,573315,5943080,7672839,296480,3168977,4159224,3353944,23951203,8664887,6363069,226609,11006814
628.338913,2126077,10988075,28110975,2110018,9811162,3227192,993497,4733296,16086313,10853383,12823759,2377468,3129050,5593407,4326403,1707522
628.808703,85862,272186,1391278,531776,3258883,25354901,860457,1515101,4168302,4062,21357102,4860926,4123157,3168565,862114,1475626
629.310425,41178,333142,1587345,438343,2865991,16105104,471389,434807,1134162,16679,13285244,2938662,2140387,434401,12631544,933594
629.833922,11779952,15688144,6448633,1745209,1392588,25032860,26318326,10122821,2155048,11213228,7309885,2811243,4154347,5066400,33543850,784865
630.823995,23693060,75506449,20971107,11003724,3611082,24843361,70745651,69656455,489228,123063031,32872103,66875600,71198117,71778,94658215,2832036
631.287703,8375656,7081515,13401231,7392786,13587861,63213308,17972586,26741079,11326858,88973,11542795,23717698,233702127,7662747,18965629,44192872
631.803833,527075,69455221,66977034,408148,4550340,29055156,3173804,58843553,12557032,216187,4896266,2595324,14086812,649350,1233027,5053984
632.260186,982713,4047515,1820243,1386760,198951,9048396,3042527,8977189,1974595,6615415,6053677,47901151,7529744,5176999,1298020,105575028
632.2615,375222,2451809,1526027,757687,919563,5604202,4222460,269760,126585,96600407,20989763,22380244,11882204,150752,266529,27980648
632.293314,57903,1094812,6937372,13086376,507048,43288606,249490,209443,916381,1066184,8046450,25732901,2249641,1979750,43887,104948406
632.329364,1305079,5111674,6622569,58547021,2650847,52879678,7512019,1094924,9399782,14644186,91482522,50277083,3563997,99504,2334453,50335108
632.928514,0,725857,1025270,2338050,247899,2694121,0,574001,57789,60058501,49749002,14274800,0,436907,0,14579259
634.312341,293657,1446742,104792078,61843950,335363,194884003,412493,3568798,369811,125789715,155168319,5278345,788375,251880,0,3892121
634.329555,509708,760426,7327944,594470,1125577,15173440,6649047,1620895,2446614,584325,3972740,7391565,9419036,190638,183792,3608603
634.831047,274402,46262,3007071,522907,642180,10001125,4411159,46776,877546,0,1696638,3952018,5543006,0,0,2657967
634.939044,401773,86827,222821,6199006,0,83160,2577800,2359267,352237,45879,920542,13422518,9326399,2293648,116309,16348787
635.60698,145245,1279892,1283063,0,0,2489912,2815381,1193403,0,20935,80462,8616992,2162222,164505,0,11088907
635.985832,77605,872215,1779239522,173204444,7536229,364302313,177870,600847,519554414,1248964447,2824691337,585023923,450185,73940094,4878982,1042136506
636.320033,9600761,5896489,259543551,145423124,2907862,87988036,11892855,58165482,135583732,736403045,970308491,180411106,17206452,174050507,3789243,331982581
636.321053,1925829,9938465,149064301,35617868,684080,19147582,751387,6021090,140940511,83956663,189551903,79494377,1034881,113467048,1277541,192349798
636.654055,0,0,174038710,41328296,0,15192409,0,0,84534724,60819398,101935491,35921803,0,30286051,0,39766255
637.807949,0,2988051,39815809,8979341,370983,3261931,417082,0,18960432,27071710,33583284,19846095,0,9482200,916643,7180699
639.345698,2651184,6989328,52941839,28026677,612087,87652583,1664413,12450469,1062353,85359435,237507557,15442157,15632951,1024950,1289597,3764757
640.654512,17648,29284758,0,0,142626,179339,0,50065449,58415,11263958,5352875,0,125120,0,845310,0
640.796313,2602122,4539276,5664037,11639634,0,32530763,8904120,1937295,285549,182039643,112917118,1442376,6562910,1851136,61200,991883
641.299294,687082,11991321,23172935,2966421,9351135,17064103,1890711,38639228,527981,4626094,9567445,30914823,3255818,172577,5522193,9219520
643.26475,41125268,1309211,32041698,677418,2189077,5811342,23754041,2056281,6063991,30931447,29615961,4729737,7626159,8307795,2664731,15297494
643.265205,667079,344188,24970908,12570382,211927,8720733,1823807,16716188,294022,9184044,13981380,5900986,2683855,847486,65333,3767699
643.754763,0,3259067,4204404,0,15173431,34760263,0,2805619,1511365,13905537,21655952,48123915,191769,365560,43383544,102251770
644.008421,193835,6088634,19583836,0,169585,19389808,28978,11789931,10311796,9189490,24757841,184587708,1432319,1817109,0,1070870
644.256353,64011,2079969,3976910,448899,17869591,18341843,100888,1932021,591836,10726170,15920389,38889988,0,1515100,27600490,69203601
644.756548,10507,0,283668,0,9658476,4827620,0,0,0,1937993,0,0,0,406359,0,0
645.256707,127688,3110022,0,454780,2730115,979068,442796,3691211,524412,224830,1936888,7480459,107058,878287,4521375,13743109
645.602351,760374,0,283744,0,1643210,557774,7218753,24893,210386,72509,2702397,23851968,10126616,53401,261108,19537003
645.744626,73235,133467,2745911,5725001,235936,44022535,0,67732,0,10991292,11792005,78921816,0,57980,0,4389206
645.936621,664784,0,299739,0,1741384,506034,6856959,0,325656,4685,2539166,22845485,10131836,57448,130187,19251372
646.270274,437360,9062778,2499116,28856628,5522819,502902,4427393,1134430,220310,4323,2491478,15231114,5815465,338789,2059558,13230045
646.354334,2304086,0,15925390,0,0,26010937,3620343,0,4570070,26460080,14185729,15093572,11823454,34192,35589,53112632
646.855586,223900,51453,1492090,0,2667925,15863416,734589,37789,3349993,18452311,10604519,21132012,5147631,0,7356657,41998505
647.274287,0,47054452,0,349134824,47703185,34640242,0,28740762,14982848,34774615,45791075,36357715,0,6172077,0,0
647.607553,108450,38748091,210465,18290779,6597783,11607194,558979,31841986,7401938,18378775,26909899,15829808,677852,4018269,7387559,8841402
648.280048,410568,1811616,2367885,25313800,2351215,123520,1150797,9530190,48739155,17293670,16292488,345339,10237997,1456014,0,3056199
648.324057,609003,529551,2848145,678466,16311633,8029043,4726935,290052,3956122,15655,3132136,5123826,7079977,5065228,588766,2911057
649.810377,2018704,475399,18547741,4204145,39077637,3858978,3407702,602221,14264205,11759285,19464044,12334038,5920494,179339,5767457,234730
649.828976,258318,32669509,839529,188945,174656,7905117,2338072,32012439,0,3351177,5678938,5099653,924277,0,1026713,0
650.209193,792183,25824,0,0,0,218899,8098688,0,0,0,0,4609982,14842794,0,0,1491589
650.710552,493628,0,19394556,22434864,742669,103064,4944593,0,0,0,59002,2810968,8355737,0,408610,785896
650.783185,0,0,0,0,0,0,77926,0,0,8244856,433303,0,0,0,0,11998102
652.31017,269806064,7833998,24870950,35888137,2814213,1464244,132840984,4409170,1261905,4563157,1959410,1626691,482866573,270094,700576,4088082
652.402458,29645,0,5238452,0,0,2274291,627541,98542,2888490,10383401,12047966,6797722,212183,3487409,164236,3947003
653.348465,31066417,26674344,26553804,1442991,5360721,307820076,160575258,11974100,988173,93082593,82336026,181374859,81995174,938466,19447323,1799904
653.806864,195550232,9753702,12985305,0,126044,1442614,535299387,7578538,961267,34141487,58895409,455897,465239032,262289,175850,6454097
653.848165,1048797,3431811,4774889,0,11986299,9913800,10431910,8502789,0,38007428,6669890,104518,9801101,277905,7427800,232424
654.381794,0,57906,7950161,0,1363227,17480017,83452,0,0,19984340,306917185,70887779,1388308,0,0,222396129
656.808103,24511461,4479039,8928193,1354677,0,937582,31268638,1533240,712367,20126461,24423423,24158991,9222451,244173,0,6537503
658.660986,0,0,0,0,265123,172873,0,38197,0,0,96395,2036873,0,0,4512753,16221344
659.292227,3481807,1537367,29163030,229321,4578143,46714015,1923049,8848031,234893,21996374,100653617,1744373,4857488,2097018,6350002,639296
659.665233,0,0,64417537,358930,344528670,96218703,0,1152392,3807507,78486417,129082318,256704461,0,517326,1716211718,2489508122
660.278507,241069,11928381,2079300,43413785,1654525,2453529,1139175,2821315,191676191,1195310,8202127,4978961,4894291,36539176,1943701,10491533
660.344745,812449,51202,24981889,1361576,4805227,42173171,1373060,748519,3746705,0,22370004,4023697,1112184,1246761,24891033,6929182
660.80426,18831438,287232,21989194,700643,398129,14360138,6003136,2497709,224650,20391824,11807207,206269065,6083863,96411,2281148,227527289
660.828746,5568981,73814883,5007225,818600,49742943,6359955,4793234,31628741,771180,8351708,5664598,3367718,13610154,972550,172901,1753319
661.305549,16087607,14400769,388005,6170121,6825734,5468386,18816190,33730365,31809797,90400724,45054490,13283052,40596528,4514716,1915787,72936581
661.341239,1352061,8715596,480329183,17055266,362962,23101070,1589414,5448842,103073328,18545048,42127689,187647065,2924727,1102853,2152003,10717663
662.310702,671647,55591186,6405224,16336781,8630268,47643320,2709825,53687891,259966,2853619,5159114,12581158,5225982,272143,7720008,11970330
662.319724,6486265,10561865,1718386,3194464,213033,5602073,5524501,9352808,7004282,6866999,4475945,3036232,6251332,16286907,9330060,22372281
662.344409,3957710,3122543,33963168,185750628,38702149,16267813,10821155,4366299,680235,13343660,5236316,3765181,7918468,186478,21879681,541813
662.661841,0,0,57197316,0,47768,882334840,0,0,65963,771960093,229687360,773874054,759975,34379,0,180277409
662.828243,203768,887342,26645269,662534,112367,95663544,2724439,393025,528405,32022596,77052664,728539777,155733,0,885231,7395852
663.000349,33544,0,410545596,2499878,0,0,7394147,0,7239274,486666723,462515936,0,1352738,1052144,105629,0
663.668876,0,0,78872226,0,132592,921182,4164115,0,58829,66355690,64157019,921272,155266,0,0,2183041
663.825293,1106679,1301133,57237715,450100,7032258,30688018,3202045,788156,302220,181041222,6692886,4277637,1247808,1223017,6269695,1955620
663.835593,362527,269285,731906,7200571,671202,11299509,3593639,569845,7403069,62385,485970,7502692,13203594,4391520,2339564,1296208
664.290854,204216,3983872,6976646,4369726,2567111,4114356,2174135,7037656,4092863,8076737,3197897,445546,3380531,6722283,3936529,819201
664.330655,157285,391892,16515531,636295,62972,3344082,828848,87900,1067979,17955597,12544445,19682691,603618,4028940,4103720,45301148
665.306037,96335,9973078,8592573,1287534,9477584,2452378,8619340,276826,1849564,130735,5017547,3042807,3959013,3178885,1494541,10709397
665.387768,5883066,898798,0,6549652,0,3376992,3766709,3843955,34523074,1426212,7063720,6514923,12111369,9523616,1382343,0
666.30902,1243316,6501665,6211727,10576054,602636,713885,11050231,670010,1465869,57060007,36166445,0,8410109,219875,118016,94540
666.318275,6320773,4134422,11207060,42737800,219254122,165786939,4629355,3427287,662934,108408922,1788537,50872397,7165465,2329958,37967722,4108225
666.72306,9770,0,4244485,0,0,388308,3030652,0,0,7388,198129,6247465,5623255,43294,0,1233647
666.853064,1122004,0,15767378,100816,0,14765279,756153,0,86263,252772563,89503276,1058129,8200449,0,0,0
667.222468,1097373,1517896,2721270,0,2176399,1490185,1699345,803431,93678,1767138,2019060,3737985,3398216,1870132,2239090,622212
667.36969,0,0,10071674,0,2508685,28025916,0,0,0,18427470,9597625,262605119,316526,0,139591391,0
668.254653,577730,1118804,3370593,541236,16353171,1682258,257664,1622922,2809568,2304212,1143601,1427014,4826718,5395451,9046382,8092355
668.329337,66060,1553565,6816993,37481416,5083832,556209,4095408,3186766,17774779,20058982,18236377,592730,1834739,2816705,93469,457206
668.588578,140031,0,7530199,91384,2275960,1293454,0,65960,2733374,4645778,0,10105724,5674686,5124293,4648171,3663723
668.92084,0,109447,1079241,0,0,184775,0,561322,1985806,191697,0,573664,345630,2962483,0,5939022
669.327822,3074683,1027057,59121950,6448660,3855809,21308102,9270008,1737584,4415046,18099493,15972366,1108419,16248183,1485194,3176384,291734
669.330981,12383999,1011109,56787243,11963940,2184096,94720543,28320796,98950,25848364,351728060,242346034,24474199,25893281,148102728,11333329,8976262
669.829431,298781,77677,3353032,905300,466704,8628202,5528413,0,1121548,11150376,9687890,0,626424,71439,351974,0
669.994202,8124,2721283,663272,3125410,17515025,3612756,85560,128665,64893,2952339,2989782,36209887,0,128203,110737431,134849267
671.314025,5912,257255,1049560,148696,453119,110967,323898,1554729,15959093,28566,1276011,435457,652677,23067597,1137394,1811800
672.26496,20644,207530,907046,1453855,14324488,11079064,65125,0,7123953,191243,1286874,8387827,1939515,3890311,7863904,16402688
672.350128,658877,1240594,1007039,12086530,741849,413477,2116682,908051,34403909,2940939,5735586,0,3398422,14174357,210610,1145842
672.767676,0,27014,0,40795492,5467834,3967560,0,0,151567,0,0,1883999,0,62500,5657551,0
673.305109,288936,59633,133708,5713850,407521,194132,288444,148037,2621539,71318,0,2861628,3502895,2075448,1779783,1376285
673.345155,1385106,4104105,2924020,665564,7598423,18287532,5336095,5882537,2529506,30113407,1167752,34826762,10716849,622676,3246686,3820939
673.639658,271001,64762,0,0,0,208182,165407,0,0,41722,0,2920432,3607143,0,1166462,1493572
673.789238,123544,879535,0,776633,2648898,5073927,0,374787,2488484,291677,2673149,5976230,840943,3072313,6240475,18832672
673.789822,2561688,1426124,22276857,725530,393441,639728,491515,15450903,3733788,10065201,11806713,234397,896281,25034957,0,0
673.973571,145789,0,0,616517,1050033,92477,65724,0,0,27116,0,1463574,2010454,59377,4251984,657387
675.342582,509286,12347101,19354216,1368877,15050724,28368364,3058673,11069860,16054654,96771064,43078183,42344495,4933107,60309619,1115648,5902130
676.917635,0,0,0,6028876,0,8663503,32142,0,0,53844309,40894514,21459629,0,1169090,0,1076543
677.335255,16118,161674,10967759,59566948,3042772,2268733,768417,1079229,10292008,127223,10880815,27362349,7701444,52203575,10772322,43196391
677.662533,2162214,0,2401459,0,0,5683517,18698892,0,0,4009,1676355,11221775,13600511,65724,0,12866270
677.668247,1659585,95640,10238519,3651150,0,8312311,6050817,0,129921,20537222,45989329,1393452,125129,0,0,0
677.881936,3648587,9088081,33614035,58550019,0,103697749,19807864,24600809,1150858,80546048,50845807,134967940,8610044,39548,134972,129906730
677.996858,2202857,54431,7842820,268210,0,6303766,20563030,46005,0,79052,5361784,12866359,12508358,0,0,12956563
678.321979,51393,3274228,5942912,0,4132867,1759835,2267627,4191259,3475568,77090,9284348,23003275,13968706,114379,463595,12987158
678.331013,458129,167217,35284269,465684,4844912,3617668,10069703,733778,2996584,54605,41474848,6900971,7840204,672594,4658766,7767624
678.383612,141429,396147,16040724,17565863,0,40124037,15097710,227049,0,26752807,17250279,69932638,7230281,0,0,96073150
678.664915,418687,0,3616897,0,0,1415998,4412592,81635,0,4472,2205008,2720702,3447697,67875,0,3072049
678.823381,6291,109050,2645747,0,0,712560,1739885,260027,1657854,5210,4902094,15013375,9578553,1920342,0,8066153
678.885167,402787,4883071,2275789,8112223,0,17178495,5005875,3418536,249487,11390317,6417316,0,1633917,0,0,0
679.324636,0,636714,772723,0,928503,330021,1580074,0,0,213286,2178313,0,0,828673,288846,3234380
679.846742,25371493,4116349,217836241,26227539,3920216,13044746,15766321,18536520,10980359,19252553,3030080,0,120082182,9406677,1080973,26834355
680.281361,0,4078012,1061886,248693,0,346785,8002233,359450,0,0,4188450,5096485,10513582,1960845,0,23877145
680.366499,707756,2023832053,105164356,0,6208963,26251876,95508707,543690373,127544,0,15254499,4847709,49827031,0,6677915,2734056
680.508862,26259,0,32804896,0,0,3453503,0,169930,0,19864438,25712504,7000397,0,0,0,12534674
680.823429,61287,1512256,3260174,2770239,378963,49520302,1503416,430914,11114207,161206602,11421204,6204050,1181227,1945167,590298,15012832
681.310286,34272,29604,2568863,62202783,33523181,2064015,809895,156008,1064753,40435,1505004,3083169,1679303,5850753,11031349,2333468
683.306453,1287024,3734214,211928581,7100819,9833951,115684993,103842,2467713,2682175,175919661,92251197,44317390,2845919,145959,2763987,65752250
683.80638,62486,0,2613345,843592,148853,15780371,2318139,346673,0,12188,278664,20533679,3702803,1737668,0,9295255
685.836297,46857,1386821,307185,567553,265637,2837877,4873440,588480,121209,0,257453,1462398,1146419,128673,638067,946823
686.322638,750554,449169,30730705,4725403,2072622413,41609090,8214922,197359,0,272652,5959717,32861652,15589926,48861,457969973,11981316
689.307394,1432133,1229508,817765,5294503,14250482,57382916,509371,163510,76253,1613482,19037237,11019542,2332091,157788,239210,30452151
689.317535,13418368,42715766,2610207,182409,524382827,40746760,12143926,180850886,48957,867495,1015866,21453035,34266354,320449,491298860,24096893
689.853327,48874,0,1344054154,722764452,91073,661348649,0,0,3468092,820567972,413615191,370104729,2119424,150211,0,2352445
690.860912,155010134,127580,659377035,572451044,0,580746032,358908008,57799,97674985,809983612,418978116,160031153,458206928,0,41541,0
691.763558,1431088,6007768,1703717,257685,4467846,502789,3688926,8609071,0,1007746,4511578,11855437,6778732,107165,37468504,8730703
691.824993,14116422,23950089,635450,2681930,1026794,1284524,17700074,1684470,6675716,0,265583,6591097,63012878,1244784,938516,18443279
692.035024,0,87882,0,3600089,1283538,7285266,46068,291609,57027,4923608,5917639,6402233,151297,0,38990,646349
692.264787,311637,1909348,731030,23781977,192804,2874142,4319100,9354624,5424480,556557,1486575,14169528,13868346,1651634,4496744,18097410
692.301072,6033464,3705243,22776665,467961,2350888,10257381,7211421,2925974,7726647,127105370,32836243,77051794,10603986,3881471,822206,51758388
692.365569,14584477,0,8556852,12313950,0,13277339,48513101,0,3379441,19731992,9391014,3854527,58100945,0,0,298752
692.637132,0,73392,18785806,12574143,0,9956376,576993,1190141,891109,63864131,57481031,49380229,0,0,0,102531013
692.771059,18455214,2008922,373106,258447,3048225,796000,13176962,2422981,8382611,701495,28950277,713606139,70286376,157455,21676801,325817761
692.970347,87045,1749372,0,364067,1016143,495632,198890,2035201,721920,1263732,877694,18951285,4157776,5013925,102525,52367900
693.038701,0,0,524160,81909,0,39148243,0,0,0,2910517,6911712,7233407,0,0,0,2008609
693.272265,10246457,252214,99926,189375,1052037,260362,5730271,718458,4719812,328014,15530688,444186550,45524435,0,11292488,213541520
693.772435,4708935,27235,891494,515796812,7889065,0,3375158,24318,9334522,171969,7297070,0,0,21108135,11950420,0
693.840546,12298195,2860019,31410769,76022859,3643191,191567087,64071403,159954923,4652067,54106,18354183,57971036,38158569,1393744,1065942,37014586
694.273005,2258300,0,2057334,356690416,4656938,2017183,1087564,0,3750413,442449,2663028,85039045,8944433,14014380,7270368,38265236
694.324907,6099231,7153246,3679869,334433744,6822773,363144,2766562,50535563,73667018,60946324,35025570,17966055,19824552,38424314,19313129,38877176
694.342047,9951024,846408,37297608,63811224,5467295,136863201,45739702,65773117,1656940,73211,18566631,39612193,28261225,918803,1622399,26168850
694.843322,0,0,6409391,19903660,0,0,0,16554402,111986,6428,4134985,0,0,46477,102335,0
694.993072,0,0,935221,49114073,0,247500,0,0,40210950,11139484,5676848,0,0,2610294,0,126741
695.033046,0,1748258,6852159,2443034,74212,8193140,0,8062758,0,8638146,16737089,7306581,5344914,0,41370,25865513
695.774714,0,48858,122584,0,35057,6014,0,0,27897836,20817,23518,18926,1446852,13849849,2855227,11572
696.817767,1227735,2632008,4667158,8868016,424755647,1459970,3056900,0,113430,9590957,7493450,10651564,1681242,1369203,316076233,25063350
696.845481,4036689,299994,278539,846507,11093959,65510166,18647376,77193,3433373,5731424,6009751,2802316,12507571,492043,981227,1135245
697.294301,259236,136415,1132847,14832865,79068,1593119,672251,512529,2042851,6504807,1060383,8986458,5999405,1604195,0,11629499
698.281533,2814306,5604378,52355545,9975779,2378324,36047601,1993491,5257850,613257,5620548,5071970,103665057,6617349,771720,1122506,195750196
700.342426,395830,911592,73361112,288569,1213961,17581329,66954,3777299,2811582,1850898,12036783,150287851,189802,4261994,38807,384532914
700.387395,31450,0,3751486,27072978,0,1743865,12930423,0,10421982,40784,281438,29904026,19171215,2429895,0,24735506
701.388695,0,0,0,3480011,0,0,0,0,0,0,0,2453812,0,0,0,3518279
705.245211,36699310,0,11342671,87107,14590041,0,2662439,0,0,10140633,9959186,1142799,171511628,41023,1467185,177187
705.561676,42950046,1979345,7307196,0,981088,30082671,186061824,1877749,4643889,59535206,13670039,123122765,190905679,0,2025799,124748233
705.812184,57797960,3416926,9731606,0,1827403,43449922,260355760,2900745,0,80027938,17063002,177224784,278402056,3375818,3945193,160550067
706.062748,48202813,2326444,7916889,0,1286918,33977091,208042291,2495399,4846431,64191704,13739290,138134171,216396409,0,2412367,131593153
706.313284,26445766,1522752,4596232,12745775,1108439,19047386,114408625,1550872,2847119,35931790,7908841,75898959,122580910,2876417,1284715,72916111
706.339415,431271,239325,5966247,4197456,15778656,41788473,1244512,2910412,2328388,62049528,37836368,74338867,6035800,119740,42694,26847780
706.393333,24472,860329,13893090,604039,11184167,24031220,9937767,235778,0,3459288,6719985,434770,3571748,0,5619378,0
706.56392,11502875,174186,2037339,934306,7458394,8107686,50612849,0,593648,15577382,3532528,32934898,52309666,131254,534429,31441413
706.814566,4053642,243510,1083534,3526377,0,2856879,18106343,188471,436498,5658239,1101626,11409500,20076648,0,245403,11439873
707.065055,1147297,0,28547,372178,0,720291,5714358,0,727931,1609550,99287,3939612,6159369,0,36887,3624919
707.749498,786988,664644,977654,16813604,0,309716,15860681,124733,14729499,57597,301972,8116946,2316706,10523698,0,2325634
708.250979,304376,75797,0,2458849,684039,28027,10591474,266683,361965,32881,64593,4173464,1808446,4280640,54066,1443337
711.552737,198967,0,136110,0,49540,390000,1441819,0,168602,793658,508029,2118812,2507189,354036,0,2182753
711.802132,281105,3055166,1028616,10400919,984005,1032742,2371733,1504216,2298486,1120982,90102,2598055,3361573,508328,6984241,3133001
712.051967,157487,0,0,0,0,549151,1718911,0,1495138,680528,0,2003850,2174550,1321082,27690,1570856
712.994321,0,777223,25955828,8608870,4160363112,40069534,0,171995,527662,20161942,27195144,36794696,0,162608,1451842013,68631248
713.352615,9375681,3054273,51862959,1097545,279728,92794239,3293058,561224,0,34791551,66297277,19784556,21230090,111932,60470,10586309
713.355052,69713,1771351,34694978,0,763796,1318115,132824,2634253,0,60542890,63826891,1071694,688184,0,0,0
714.273949,184695,845792,59794,84185204,7351674,26826,592960,381003,31964760,107703,76701,5240808,2764426,22595369,5805048,1657070
714.335716,5304979,34282,4266535,2139401,0,40245883,21939376,267185,1154854,82681,2355225,11917828,7067361,1097964,3699370,8125678
714.355717,761551,0,10714308,332796,18649461,7294014,6820700,465861,2313834,48557953,9898039,1599969,14881914,2317218,11623486,16982597
714.35686,255548,19692670,2300482,476662,9028891,0,1636840,18364996,0,6485084,7541055,0,5841544,37473,51733,136320
714.855804,16093,0,8616542,0,0,7029042,3070267,0,0,38982104,7468247,0,102962,75000,0,0
715.047831,43944,0,234413,87961107,0,1583592,528691,0,786165,2501506,187571,5891695,2710763,888134,0,6416189
715.299068,131790,32131309,359129,22055762,4442604,2395377,900680,31226241,11208622,2722955,613622,8272713,3496227,10225486,3143536,8117266
715.367972,5329607,23537870,24461572,21006085,0,5310742,4526740,8270182,0,7984231,8715566,2128379,4580216,159229,0,9502022
715.413743,0,3919360,671591,4397741,40225778,1922188,0,4378073,0,23128803,1312128,2161437,2058944,0,7844114,32909993
715.549748,141791,0,426602,0,0,1806393,664053,0,0,2720328,495617,6797916,3230474,118014,28256,6995341
717.384573,5550949,1268187,0,0,259721977,49822629,17371344,206750,6080723,1146845,204831,39294352,2136687,13013301,40876055,29822546
718.386036,255694,0,287150,0,20465391,5484752,1721682,0,1405079,858077,3106991,5111515,322276,0,2971569,0
718.772746,371915,737817,5847814,1780517,1803204,13125361,7251577,1660026,139134,137601,22045590,138855250,23843155,0,575565,36095575
718.790091,486491,364352,0,27157780,24497376,623982,4750538,1529463,7154668,1231130,60118,3367461,6036669,1196937,28627233,2669041
719.001344,730629,2206296,819941,0,0,1377076,4941466,3212018,175330,479513,0,818960,7254364,477127,0,1707606
719.03988,1322684,0,2541276,2676954,59370,1043652,6984443,0,16283074,2637870,1829757,5719162,8979686,11966838,0,4971302
719.290915,1089065,253771,1527182,5485187,16910400,840253,5555079,1244208,9657745,2398553,1858164,4706307,7077541,6035083,20492972,3546527
719.335639,1069505,1615191,24977191,0,1740430,1625251,4705983,2517581,837602,332549,48568354,906017,7163957,64610,2524248,1689837
719.372197,1102661,114709,0,2619089,0,3604862,267566,124644,449057,0,1156380,15419997,11089580,0,0,4966560
719.5417,532250,0,617155,0,0,435590,3488921,0,0,960351,61615,3109686,4569475,0,0,2603869
719.670113,561866,0,188976,0,0,1486578,3037001,0,95911,214500,178729,2709700,5267805,135204,0,920865
719.729285,186440,313497,0,0,0,579959,492415,592454,297325,6441,0,8014260,958201,0,61477,2116893
719.775477,69993,0,926117,0,0,0,904619,5071987,0,26141,5068895,0,0,0,0,0
719.79121,270135,23396,23912,699255,0,0,0,2075097,429554,0,193925,0,0,68684,0,0
719.982876,0,0,9058040,4904766,0,29707054,0,0,257065,57140239,21060091,19542805,0,0,0,23989838
720.041732,130534,0,2505711,32092552,0,93206,1052225,0,143043292,0,0,1465938,1769998,98928445,0,771320
720.650531,983675,180695,10795862,2604740,0,23127879,0,0,0,44206146,15270089,15770146,1313740,170502,0,11756226
721.281834,386104,18791,47002,12423363,1758805,722598,2264311,879192,48419368,322421,4728483,129360609,24223329,46115013,3989245,15363733
721.359814,77334,35468710,24641530,0,0,10011464,2775439,19169498,0,5097073,9761303,680956,859576,0,0,0
721.78312,0,0,0,45217206,0,0,0,0,17753644,0,0,0,0,0,0,0
721.860545,0,8863268,12997534,0,92708,6260677,519339,821962,313630,3607771,5454079,164858,0,0,0,0
722.283362,41026,747552,120092,53675762,0,514581,0,612568,0,479905,0,0,0,0,970853,0
723.366716,38602,1403371,1044056,1635117,3069822,3183971,1822947,896453,10120676,6690784,11895472,0,374442,251182,0,0
723.867273,0,0,553588,618606,1044633,1022581,0,0,8994942,5706297,7504844,0,0,0,0,0
724.768941,67999,154068,7086905,5021775,0,138675821,56237,137269,10077356,760517154,348823140,225691828,170434,344584,234220,130579539
