mzmed,T035B1,T090B1,T142B1,T163B1,T164B1,T165B1,T035BCG,T090BCG,T142BCG,T163BCG,T164BCG,T165BCG,T090PPD,T142PPD,T163PPD,T164PPD
444.77793,4689264,65530934,4076515479,1534096,45878107,25072042,18081929,52408906,7211321,265343669,2785012,10077693,3156061,2647701,21928348,5966681
445.262393,651405,3919152,22714469,7550028,1912585,78150444,613684,2454702,12454474,602207919,654834398,447302,7633367,5624288,0,0
445.583682,21327,210387,4545959,299060,99369287,30224541,43398,4694645,190208,26096085,3230038,69176134,133667,110009,93715327,690287
445.686219,4099,145759,369319,1385431,5571955,1872872,1192962,57748,666074,4315,2139809,44075231,3658328,120596,2390277,21806832
445.93694,28434,1210445,927020,673195,5764720,1814480,2657201,308264,29794582,27023,6007707,39668107,3413200,15469110,2969102,19840767
446.186952,94210,2008629,610580,32336782,14220374,1178540,4784010,667251,12635263,420871,2305408,24455577,1964934,5369843,5369613,11514636
446.192121,0,0,0,157752802,0,10518387,0,0,390763533,3575686,0,14849764,0,89511745,0,4209709
446.239005,1640299,16800795,5020814172,35457768,16580621,11260023,4805557,3572425,46833015,9899583,260213218,5285509,7609662,13800249,28916465,10905267
446.256984,15375323,61367589,1865134,1713498,145718617,503846,27883498,31651868,381015,2397819,0,925333,50256927,1775767,27256451,1288171
446.259034,740566,1083570,21482780,2298498,43589,18471114,597117,361695,38439399,31105743,25067073,34512482,3669795,875351,480815,28538761
446.264967,3295681,12478428,56601842,110228,1704556,33109849,2706725,6211376,1077830,36685602,49605099,38489313,13346165,474866,162770,91697877
446.713207,44880,821659,5143208,2616337,10135718,45111449,22878705,454437,1182124,726801,2507666,304070330,137744439,712484,25054452,699126
446.869398,0,785139,2050474,1650924,652469,686687,120450,637931,9295612,817466,275183,12455565,3360692,7233426,598765,9058388
446.91944,69707,583006,9604175,1359357,3615824,23126063,736094,1609036,240171,11605912,7507663,111829417,234148,135264,90464581,1927351
447.222708,15217011,6576193,32721266,2387657,1550719,8466548,34970105,75183441,61279583,11027906,4025094,14841245,60402286,48266577,5069574,23828020
447.223926,419324,19509702,16000819,262517555,19187253,8534996,8565470,6005763,146065670,4697685,11839181,31726783,54392714,14938572,7697010,20263428
447.226601,12169667,26170642,27671344,1542210,1407925,6964568,31634526,44056054,24806420,11014456,6918790,9440444,32567575,57476371,4211497,30434168
447.229396,199132,2436765,12450268,23342117,26945018,2808525,5200369,2284616,16361290,413973,6666862,8873404,11825570,18033981,135651789,2035569
447.248899,3147145,3262436,19265914,3255743,79724574,358049945,3190089,4985124,1334223,259240315,145648295,43251088,4433774,3438326,16908679,1066366
447.417082,0,0,0,5424136,2829180,0,0,0,38010,58168,569037,9138703,0,48019,27977640,43881577
447.667198,729279,552691,33750028,6907032,3138046,5296661,4700436,218724,2184999,0,3363418,6316578,6802360,3217983,16754780,27050493
447.725398,80317,1406034,3228399,107524878,7486348,1067624,2832538,1595179,53164425,185933,3896476,9322401,22171720,1919539,4223830,8057651
447.878535,110236,1977732,7682201,0,1312727,344956,3081472,1873387,3346806,82192,15354675,3225083,2500818,375542,697216,12725608
448.190692,2534216,36032623,7120523,10917308,294193047,6200560,2435777,7820029,29376167,9954576,24347878,1976945,3661234,1735984,97704221,2327095
448.212994,87586,1187889,3303050,4303480,13926187,576080,2250083,1943113,1892790,120636,10529483,2341986,1485287,970509,31600298,9259020
448.215229,24870,1154569,14776631,36160503,11285945,1637164,972954,1932576,61685688,258867,5247586,10314142,3998254,2957153,18899686,1590237
448.229423,99909146,30188259,1392807,1451572,1131789,7367029,165515397,361576081,3319286,3173254,2025315,0,160513181,887430,1668306,12694601
448.241736,2955082,1618151,5184056,1693942,1143495,35327476,3125738,1183814,4093711,361431921,97307509,0,5428108,4385019,1176799,3153053
448.743969,84406,5706513,413556,19297147,9716472,3855529,1031320,6093706,3124367,0,982104,6236367,773655,2785826,6701013,6172994
448.856606,773112,0,13143343,733492,690534,5975391,1773400,25335,334810,36488332,25128277,13276962,912908,9058512,603968,69446462
449.165447,4608822,13169038,7990030,2593915,459988543,4468122,22261890,13069405,4608512,3000622,2800784,3199056,19091600,3203611,204171818,7545648
449.222777,15803010,6513164,35726583,8526901,9806223,101674047,6149873,2747834,10228881,6059419,14113090,134961340,5228751,8094987,3021643,531990915
449.239112,47155971,104760552,6756621,6884050,18613511,73800394,23874074,301196649,13741793,102604575,29666460,24955573,23689419,1931092,18665963,10008981
449.239311,367693412,25277772,35069616,5292299,49739367,338118453,259313364,95540828,45859094,159542178,147414052,27118233,274845513,10807810,43089977,49651915
449.742488,137509,1468769,3292934,323748795,628235,17374440,764386,1106002,29336370,21482162,22931363,243514706,178480,1267827,244506,151351300
449.855431,32600112,66110,8551180,78364095,1554059,1695345,40564399,711030,3510725,7384792,5369545,83392,24063795,137642,38001712,0
450.236922,4817003,4375004,195192496,943923,4548754,180003493,966754,7446667,14690770,8175152,6712641,228176771,3021735,2655886,2440854,41248487
450.244723,21752,18327557,20581848,191215071,11790718,94596514,1223077,9759190,392040042,1023063,17045318,117754987,8266369,74128525,11438489,51923075
450.782443,1778748,98307,170822156,39094063,0,60625708,3816249,166153,47977395,231924885,129742284,19045537,5901585,21399281,76081,0
450.782876,382377,56249,223824951,10454205,0,24946403,1353195,0,18538207,366888134,351505498,119862361,1024688,25004018,0,27364319
450.882565,509239,10075854,11132173,4727348,930801,4747408961,5537057,2301128,395501,5501656,41804284,1070213684,53498558,610863,532545,56394047
451.215827,130775609,3959885,98318745,1320320,6646076,10748337,51274135,23378491,3143722,35005928,57755466,3155360,351301534,6597977,2511836,6391897
451.216516,63617640,7946160,3516192,2900895,14185581,3503221290,2011442,3716417,1296174,4455638,31271933,802013696,42266172,2377051,3372773,18067833
451.234621,1329797,3141693,7142632,3062745,19405568,74168105,25198585,3967271,2664635,2972624,5673369,12549566,8839884,4901707,80331892,9181146
451.261289,402712,371229,1335522,23313394,2738737,228342,5517869,241896,5091876,376756,6169809,3897757,10384885,1292813,843882,1096912
451.550288,1448914,7371310,1184254,1035738,1154078,192793937,5614233,4059827,667177,1706616,3918603,53242217,1110742,340000,829783,236856858
451.567551,56358,1335909,448228,15320383,27558,7289229,204478,1189295,131984,7573865,4757107,20243795,58580,447827,1475842,4203822
451.732079,2818507,1819114,2892086,3003877,1030841,1467760,3304604,2015218,199686,1076410,1540736,3201371,9787804,307097,1918299,877028
451.736474,23720,3437499,9729898,1014289,7117563,8946397,905187,6096357,1056395,83128,10636045,2887416,1488724,1824892,7128116,615267
451.771604,16099050,257970385,5532061,231229,41100231,12976797,91885923,80784510,680210,41218581,65425095,42893843,54887610,851634,33185178,78505470
452.550477,109697,49159,20771421,281849,5781313,5947548,13067227,245874,4877681,16712,43976850,86578189,29865967,2478618,2994062,76139696
452.716787,0,1010154,414183,550756,9505124,0,103983,3331572,1796081,0,288381,2951297,53555929,317213,32796657,1596801
452.731168,711760,14896180,14309627,9085831,37111686,4010386,1602671,33517064,6877014,2250034,662356,3618447,1841893,154013,870921,4389465
452.884691,99212,622962,14209365,172756,4025555,4109283,8905165,1870511,1160813,8485,30911001,60438062,20235409,1981707,2496220,53378929
453.248069,1742173,4915253,32399890,20447617,11108674,82821905,18027234,1014485,12739574,15753475,3791582,26578520,3477451,2978864,6646480,3965672
453.248629,4584546,8005886,78181340,30015997,4788680,11984342,5508403,8297015,4410066,29244024,13724656,7441954,6933646,9722952,9492265,5380847
453.52268,1634636,368060,151665230,27657669,23834587,46245199,1480881,95082,4055013,20668917,4064061,21343582,3373390,222791,35907576,13730392
453.886099,41668,812490,455006,4908035,2163485,407972,745615,0,9170722,3086,1156726,2245532,833952,1534393,382397,2257464
454.212227,209569,4070770,11291458,12091901,29785492,14040313,8080655,4896308,15538362,1306983,7150932,10589975,4251401,12099990,7751742,14647922
454.213148,6738333,9022761,14500949,8025701,6866776,5070797,7220808,12838827,1916692,33145540,29877456,31588392,9361016,1630780,11114487,2140631
454.22469,538706,9579005,60165106,19190062,3780392,191838404,4595445,9706521,14767511,176376644,9949251,101706804,7207604,3894402,92821637,229840611
454.235853,315998,1843990,65004538,3165935,312095,53848933,327587,1993626,719428,24206282,19596294,65525812,607929,224594,130724,123115285
454.247871,159889,18132004,593845516,7637415,98855952,101623529,2051700,54089538,3779298,723451,90988790,15604864,2159331,3277757,31310925,1106017
454.271647,59355,344794,6456003,186938,999792,184232,61502699,397370,1142809,6406117,28527619,10911719,23665877,45420,2174598,5460589
454.773419,21303,45589,903956,0,10203967,60169,30042941,241580,61487,44068,6526147,4587415,11066656,38373,3034852,2065805
455.215311,480748,1737857,31805253,3100697,36118103,65646946,1778019,1986324,5594963,1902956,29048910,16852077,5050876,2670481,33556171,10576858
455.220301,650351,18684703,17326309,7359123,12156638,3933584,1933589,341968300,6984691,3890427,2242869,6975652,14661990,4230565,3154707,1637872
455.261206,301675,413752,3162302,11338436,3251679,1012999,11878435,46361,15287315,4012493,1217788,2278371,15454627,8522020,3324509,3935192
455.907579,4183732,519221,156783,1012688,0,739874,3766970,694693,13269218,18595549,3298110,2729652,6461560,3442816,0,549134
455.908387,95559,14201951,4772094,6901749,15724869,28914727,660726,24377226,475643,9740846,4363662,53593903,789274,730944,616953,100139748
456.238939,4740671,2710125,3211431,623627,8474994,4263561,22415260,612796,1437304,1470948,920842,46101144,14980056,1174023,58253489,25486766
456.247645,3378326,2224352,5993183,10863911,1832761,4121096,8008502,2293596,27474069,2440670,4162222,5418637,23223859,50765719,1670422,4054534
456.73333,842076,9868141,11218151,79643606,10339056,5234272,11529718,1341547,202125031,2325809,11797776,25043761,4125958,228229466,3052859,20932897
456.825124,0,5110410,205551,420843,1942611,0,1624958,303308,1420410,1996509,197250,573155,462798,233269,7054191,8192261
456.906998,31576,154676,1236692,514514,98581,951667,0,0,1212668,2013511,250669,2165925,0,48643,50717,79042
456.929191,111456,397021,7577137,1010487,43235,572384116,206104,1070624,3638507,6916095,362626678,101519720,389934,218726,1960284,15264726
457.200388,652381,4660374,3109680,177689465,33077182,87407998,2408613,6426049,225730384,1797685,62184963,18193780,4065904,8701385,6976492,6438647
457.241552,116822,355836,2363913,24131640,2738849,3313538,1370838,280232,2277771,11240,1977860,1572785,807536,1765899,1241193,1484884
457.257616,25479,120262,10516502,181175,4745248,108325335,1318613,581487,1074993,15624031,20522081,102673209,5932662,883254,4438391,30559981
457.264224,188109,8603451,642775,56563,12132561,75435828,824634,9494788,3839685,48595684,33250577,110943445,308629,863975,3186023,319146560
457.554175,12670783,30166,1803139,23077466,442343,186920403,7768536,35145,4662449,14007842,1868448,43290951,4823428,300218,931311,5291048
457.888635,8833475,521552,1111769,16023470,1291334,129434999,6511456,82680,3342103,11766543,796508,34906883,3332236,414263,2053251,1246103
458.248386,9105337,1638569,51963627,7515273,15103137,35807480,982811716,4981518,3053633,309799,8002217,293503054,652994908,3881914,27971816,58370131
458.553048,1054852,0,232893,18029924,2596349,620421,497384,353358,147193386,283173,154734,544652,252206,225137730,3369420,13363125
458.726777,27418,7496365,86847107,8564511,84928207,432362223,2410113,3139275,28367036,755212,236431294,64337058,2236480,3918047,102811298,6767454
458.732539,506140,1910173,1161295,0,628641,27332145,3245597,336257,0,3947774,4449652,6112551,2018329,51600,618917,7146741
458.749814,4076784,2650287,17491577,6230552,100710176,18712554,471128462,8708186,17082148,52904,8825256,135517185,308022402,2435901,1376188,26227032
458.786022,12152,1455574,31212692,6024890,68359916,1635128,517131,417731,212020,0,249176068,65629529,222549,225247,2455150,8977899
459.191324,671263,2373329,5150938,16395256,12255182,1279845,856236,2506020,9339560,3524791,6690430,4001075,1164884,3960329,2801872,1202765
459.248287,985243,7248037,19092499,22596471,1144213,4507143,382286,19318051,21001144,3956121,30118990,4478389,4368518,31364929,2438319,4300802
459.251224,986748,4377321,5080597,1111539,0,4774243,135451589,4364129,80501,26601,18635726,35989289,87356733,128488,683065,8307401
459.263079,40488,63264684,47449609,11123173,97124421,5616305,13133313,12244066,18665773,0,382464902,15154058,14738128,5029824,498424255,23529494
459.26873,57688,219661889,12090544,17046369,12001292,32166987,2248875,162977033,5367974,79793,37273641,2482207,8451094,2665342,22040098,231398
459.27403,101357,18174223,147194481,0,442552,53762777,593883,35785965,342140,27840382,116592881,47291635,376983,1146217,2117824,174956578
459.279069,2505164,12322869,17823534284,1.16E+11,0,2504620908,1146914,47172938,2808875477,16361716673,27527315649,5817434646,2341125,1429564766,8931345,20403294351
459.27938,12772725,57906777,7491896534,33585731379,0,65781649524,9459096,34765050,0,84964277988,92608742250,57626505473,3599220,0,12924505,82036214742
459.286896,318895,7624611,56288306,45757177,1578595,11048012,18971754,4739955,39041274,21721,5937730,95904276,140011254,8110666,9757089,11458181
459.698097,45203,3077021,6897450,23291394,7056347,30434258,28583254,3337561,5355958,238190,14294549,231730848,49988115,2049085,7176572,101103014
459.770215,72035,108294751,5196741,3909547,2550596,17931711,793197,46598204,582532,47701,16696289,244968,3494350,1999180,9870658,159320
459.788346,48009,5642102,21907246,10794068,472334,2141211,8911158,3250686,21068125,36280,2763279,61444301,67105251,4857985,2372022,6549499
460.239904,465371,2432708,48142770,8699148,30605955,797876,760713,523788,2806616,1736194950,729653101,430635,2286461,8398305,18369633,29906569
460.264151,898169,6934483,14763417,1799340,65019784,2210192,47227804,2862828,10688277,9045463,7150909,5117559,12492762,478765,0,17282107
460.282658,0,0,0,0,31168823,4367454401,47774886,0,0,0,0,0,13023199,0,0,0
460.310585,7343240,41833192,101807374,139620332,66987384,63835571,12016642,225460787,19016476,199146062,149633830,90847885,21622586,1774671,202229316,155061620
460.909804,805021,1476024,16309686,26087227,3060058,145675167,3615541,2897904,52501197,17243868,12514608,164106154,5109570,224250706,4352223,916336738
460.920801,2516692,628559,8269258,4223346,4022556,23839110,29159711,872466,7135355,31018,6290835,10965660,24386947,9963469,225934,8539900
460.969623,577605,692933,24594751,46834238,43294,54509545,146841,479533,192623,78752006,3214702,120250,180534,30175,85069,581896
461.220244,3829534,7578335,22073975,43520079,1475626,26825683,11487060,2610081,8834542,62644701,15782483,18987235,25589258,15191209,1128899,6004354
461.240612,20518544,2124630,6622445,1616578,23090399,782156,19807298,149719806,3739080,141303,2467994,19495747,6671370,3496058,9224341,4251961
461.244036,2443598,4913179,8173299,23800193,9890111,144973527,4487261,5316588,24708324,7161503,6209098,125361846,9348257,10950111,3934760,778000746
461.255238,1708283,469689,1564099,4048530,0,16340190,20338360,884121,974906,17774,2894105,7745764,16952726,193753,0,6367309
461.255338,33167713,681246,34530217,534253,6997782,12347866,20628763,1440412,123360,2068061,4432315,21489605,27186427,52197,9829600,18335627
461.255761,1356217,30937114,9484500,24181481,4729770,22137287,425388,31775304,730599,36784331,38448869,12116934,2095878,338378,4883758,4879803
461.256248,14681101,22081535,4040538,774562,54268837,13180479,20523027,30581548,10336069,6323599,36158886,15522291,11045860,20386820,65183623,10555349
461.467665,431167,344880,2231937,162792,663586,4629220,3688369,332418,5674607,31041037,6607446,4164098,5841602,322003,12042878,4403182
461.589446,695849,421979,1044729,7033226,164764,6934343,8601939,102516,22342480,6786,965460,3207631,6627318,7333527,0,2674768
461.665385,101475,0,11233593,28453618,70627,20678759,796745,0,5681343,23662912,31590943,20390640,4439390,15330526,74619,990446
461.710257,183475,909551,2943274,838936,701938,0,1680629,6616954,2929600,221158,387509,8215616,6688726,1087665,263853,6022236
461.716614,6678500,2143411,56216279,597003,22326617,1137952,1293273726,5614441,722448,1025697,38101755,52243086,724028857,744001,32276064,9118666
461.743599,21430,4183387,274210,249850520,654148,319548,331754,9016211,4985301,5460,3722886,3609721,415946,2358805,880296,726013
461.906642,239335,433079,331537,2955237,1081300,129390,231484,208059,4705877,15548,127510,4467796,4563954,1854385,406902,1012050
462.165423,921282,0,4643524,20137634,906596,25165443,1058521,0,2443160,9222396,13948927,9407121,2042076,8853911,972138,1923794
462.227535,38557664,4946927,115020793,554428,2142189,4949085,8954982,2309232,2018068,25334291,53239899,611746,59521345,1165029,3462576,902326
462.24988,2021223,19158965,2465437301,8535921,91566576,43071052,4738915,15606481,6297702,10109812,21992785,139098171,15505906,1672236,86916013,40762513
462.287,1539345,9121356,107219693,694443644,2021069038,14417351,1595701,3769131,21374230,141900934,235553435,96930845,3775331,11197096,1162326128,176244876
462.287198,0,5233766,0,0,3338586282,333953147,10212571,0,1394201,0,0,0,16563217,998744,758006274,0
462.699281,367468,186789195,408159,104711245,3416576,315427,8019933,508411504,2104832,597182,2610958,629872,10345500,384009,1460384,485938
462.796523,6627378,351702875,1144919,163091,67063,6826928,6070270,101926419,76855,34137564,26599361,26941204,9216029,0,283389,2271010
463.289728,439905,375087,1747867,3857880,151227611,40101834,375775,320589,0,57058413,10390784,37508896,999475,0,22810924,39143879
463.297907,940974,71567898,2586492,1979823,2354446,5141230,1112909,20254139,1291434,17996097,11306808,13030704,2326194,2456603,244600,661527
463.531148,12381100,4149893,338261,668390,16783182,1237688,2677635,874750,8316990,4940619,77187190,442433,5735991,4499060,29660919,293033
463.72188,1845705,2518787,15422340,1296996,5714059,31723185,19617432,1089921,2067383,33381343,25945583,12439777,5638900,4757950,2323859,46164450
464.213837,810669,4421168,9371397,18877729,71394689,12494166,3117728,7726829,13036201,25274960,12956190,511394,20175136,22308667,21054488,470985
464.229971,906341,1130863,14394217,21734758,17543462,63938663,1810179,1189047,12241644,17775448,29371945,30083936,9304441,12610841,4340670,16654898
464.249798,3914041,35852563,1542997230,122025084,172837267,21923687814,10335905,18261916,79034589,1552051295,3654166229,40878932864,11348585,32272019,142471842,55830529538
464.589944,2025241,11258584,37990,108525,133223,175566,51053616,10733676,124223,0,660513,712239,8101094,113812,175577,878374
464.715771,7581,1177391,2215079,10864027,41155199,25459954,622740,657263,4740637,15821433,10088717,100897,10523529,439194,13758408,80954
464.730934,110949,342799,916823,82127438,6183499,9733757,283971,826140,250686824,3654346,12926668,9060757,499669,192179563,504892,8944856
465.240888,2043576,2033710,126318401,140524388,131399781,16487517,1277236,2598052,2210969,19238077,54408557,19790801,1748835,2260975,41850965,2975742
465.262061,236642498,23841539,13593568,5116449,8236144,22060279,856804862,182825081,5862286,36316,11474589,115980386,961110888,5509289,44511717,15180643
465.554514,345164,67048,7640620,4428528,13785252,3049164,204381,0,268977,13326580,11555648,58390,3277641,980075,7549083,336248
465.761221,123718959,478518118,175973087,3923788,12478341,124169128,211696429,42728646,1496792,658785624,1200037519,19127689,182168880,127446,177928,3765334
465.772056,0,1462044,12355843,338257,179053,2517727,4047027,464620,4277319,11084,11171052,23694205,8181502,1619494,0,849403
466.240809,77433,3859505,7695988,29513610,2045002,12663812,309978,4615301,707559,758057,7187422,1341027,1838661,0,1798264,7538713
466.258167,116167762,5260072082,103572261,139844577,37020225984,93715733,213177421,5314406123,120206435,166032517,57466591,29353856,316985870,47407495,18665942939,75157835
467.232197,57003615,85788147,39330259,8866090,27648989,5741128,146923540,3198566,4018316,14805310,7488006,5104631,94134038,4107168,11470094,8835837
467.256407,3315250,997122,0,73520,2217264,0,2060932,12431658,1052574,481897,0,4676958,19252028,11072973,5281102,2735540
467.781451,788455,76675,3879247,433006,8983569,20779823,3975599,75781,1113607,6089588,73849585,44518757,6195039,0,3324090,45396405
468.263698,451827,95086,178017819,791400,1500979,221517974,2783604,369436,660322,64537246,79673095,393792393,2146919,0,1285743,291997051
468.293001,9805969,379336,6056745,2835304,477929,189890115,13083166,3219340,32602,1204997,2899466,15835871,2832105,0,422848,27562117
468.563047,409958,1647790,1561405,309975,154582,44040393,226238,253968,102963,16083756,14004519,4011273,82731,3954437,98544,3148136
468.57545,176266,25182,0,0,8903184,0,3950221,824684,18929022,0,871553,301021,979310,3702320,4685495,0
468.738232,28822410,993875,37961335,0,1350481,619534,22198935,5618201,79365043,3657323,368179,1471508,4447487,28275691,2504426,1072510
468.760173,1850273,83965220,8572967,196131,2232973,23165295,3271240,68291823,571187,26643316,13626361,14096425,4055176,3108928,362254,0
468.764452,11815,175349,71274488,74242,978256,54908672,95224,247275,87443,14859818,21460830,95286047,1337289,0,1895600,80108740
468.765844,2128657,1175998,1165869,96919645,52877087,14350793,5860528,5270556,5070131,14605908,11115680,34528041,5586304,2269808,5110474,702787
468.896072,2129935,262675,6356171,5495124,1498629,7041439,6382834,640483,3230015,9921567,4832746,1799460,4176011,430387,2133929,306193
469.900157,845883,239100623,1262437,24745470,902425,1645048,291554,21852473,19107331,7200075,7435760,3463213,2374350,56152799,267729,8446310
470.234917,632294,169431198,4328779,50301262,2234316,2346541,2590509,16769562,15123900,6802082,4366739,2535671,2929521,17156124,2676454,4137828
470.241234,227638,5796196,14640644,16776648,28320768,3348326,964981,1557538,1148309,42414,8485569,3006242,3639987,536284,25553422,1958219
470.571781,3243371,73798111,0,286239,1384746,328073,1917816,6713295,0,13369753,8832556,194073,1604994,74525,352826,371185
470.575029,86486,4777130,270034,4444012,81852,2125035,273318,2700403,0,0,149549,677078,834470,0,66047,1316864
470.710394,1269379,88735,1497236,46458848,7279645,7469771,9486044,69247,1294099,10504237,2278242,21479735,4794911,388915,5473984,35896208
470.734897,328649942,1536486,2778780,178553,1333655,14258747,134544646,1260942,1402986,2383204,1727887,4498767,370080085,2257059,6698378,1818102
470.797774,88351,106793,566562,0,6686599,2269358,24643,85412,718282,92709447,32087590,52583623,0,99350,0,404913
470.877514,1002498,1674619,2276954,26059475,793746,10583325,13317289,663920,1123002,5387457,3698501,31390542,7525953,362261,550645,60623052
470.905763,1224348,32583710,39280334,2741818,422191,0,774867,1658320,328298,3852902,4348154,2680462,354259,733374,186371,0
471.044544,1534226,1198058,1836132,494022,139836,8595424,11733977,458711,1195627,13737363,3121960,23726314,5601304,41750,684235,39564488
471.211683,790301,5886464,1562432,30148572,1636307,3419795,5782732,2081390,1673541,9940495,2179983,14411191,3814611,487364,1104489,18937696
471.227243,149129930,6945716,2795832,5666280,25530245,58821474,53400540,3026897,3328441,4015811,2646190,7478176,142530055,2680980,45070764,127253524
471.227777,1177596,2166454,16579299,10236131,1191626,13306028,449642,3191069,1973977,32214633,44320951,7063492,1811803,4653328,3126641,15662031
471.229058,2221284,1487146499,1220864017,5846471,32561583,33313766,115295159,341376973,4436276,742339,90771249,150983243,61803313,5010123,72965613,186511353
471.264621,62321,0,67250013,327149567,93151942,112631265,13669049,273166,0,33350011,73839976,8096571,1574393,123826,60338368,1928487
471.276157,3097352,59526426,1739537,1022951,316145993,28892397,3528770,67210967,273196,680518,850454,35041806,31687136,728654,543036127,60209019
471.337347,6063805,4809222,595768,157287,25993678,1260434,12418976,3891080,473474,12278429,22588740,2348050,25331385,937249,6085852,5752764
471.37882,347399,363991,294970,0,0,1815855,2548168,41595,0,4664318,639083,5312213,1210452,45113,20883,10778089
471.865611,45956,488165,19746750,616383,114602696,1288205,342897,0,2489468,7921579,169589,2685605,9740510,4069848,84401915,24385124
471.896409,818781,1145743,2713396,6139481,18501571,1007063,6350889,335570,3028681,2822,713432,5046872,11862249,3284256,9500941,807257
471.896666,13884564,317311,3521048,2179717,4829307,1096810,5873832,830181,17136741,3895652,1604252,3528724,5591955,203995,1241019,7713257
472.234476,5108159,11908266,3936474,7230872,10177361,3054948,5683103,5147164,9384974,4631958,12701312,8624849,23260514,546455,2588141,33663243
472.2498,7537777,13952700,85283132,327956931,1147896562,492408836,19303723,1570478,57180307,367667244,431516062,4937670,216083728,13632757,252685638,9810910
472.268064,322645,9275241,0,4852835,5115290,12191495,7683183,7267456,7600760,469573,11397598,147422,6834092,1344866,0,263578
472.887347,514877,2141599,94889560,56388645,3088678,28698697,389349,413194,2024313,51219066,28096422,18022927,1752359,994567,1091910,3488280
473.224716,4001522,4383693,92965060,23776595,59390484,57802014,5205719,1844628,40087505,99017402,49540520,60102788,3825597,1436233,947462,2540567
473.226076,207221,2815208,6706708,27822046,15313872,7905797,890202,1541474,13999094,5003581,3348644,14342304,8188416,9590766,18883354,9928843
473.239267,2091027,4329963,8975706,3361632,0,2911940,6283476,2509343,2513832,5228218,5150709,5995126,8893837,1853307,200161,6620111
473.256025,1826519,322081,0,23291032,2401671,8502441,22125394,421854,6475182,16151,309438,3209452,205229,1119505,158965,1829709
473.257753,4805488,16972233,8360158,1083036,1043252,22475957,481494,4411789,4686543,97177319,52465728,3872148,8333818,5048932,3735532,3407730
473.560572,1092913,7017822,332720,2807811,287770,2274160,2461600,17796660,25872205,2042173,4688064,1415109,2734841,1512828,243760,690455
473.746017,296513,64862,3408222,2356791,21215058,1021703,31737512,88405,3669967,29937,3746652,19185056,62772632,162223,29545819,1970870
473.871545,173108,15614296,0,2485864,14789154,972519,203980,198838,3484661,5156649,8643400,29991398,339031,2379933,13076247,118167919
473.893766,685277,4532921,14498140,13706337,112299,13527015,1130878,5503283,2252929,21103427,9970964,641159,3281350,32177,125041,0
474.247286,295559,1431402,3840095,9562729,6601367,538082,11443467,800752,6972550,294833,2155319,8008715,29096744,3440266,11072380,829976
474.540526,828582,1842368,3133140,415837,177455,1110963,417798,72854512,3629305,0,6972473,3646658,769252,1199530,2848276,16033287
474.572522,1249776,2915014,6396727,113550,179019,15121385,1071237,2571807,306940,0,0,119497688,1032095,1457608,584023,124815
474.83234,264222,14915221,36565499,3434201,98665470,12288,34200851,2045737,1753706,714202,301796543,70535229,697966,133968,341110261,37076909
474.839813,560644,222263,314897,748746,106424,7797684,2058985,592384,2302315,753841,2652291,14747310,1068502,2543747,726635,33013755
475.182098,672237,795274,6295660,431810365,7982759,1701284,1635339,5594634,16974994,487674,14388592,21356711,2079858,10000601,9754100,20026288
475.18505,1930132,1167468,2575490,63705138,5945220,2252883,6819720,3665007,6889397,1550675,3473040,18976451,11254957,11028685,3780209,44066737
475.218406,4328427,4907211,12487525,3749622,1041593,16745319,16721802,6413826,5711687,6899188,6089042,3655743,13482237,21663438,4085572,5360411
475.276923,527378,5446819,14358064,821780,20449298,18594939,6961699,1186113,537991,36685,49549578,2960083,4556167,254763,16379940,356128
475.750643,0,477260,10736247,406537,6005914,7046474,9560822,4914291,10317881,19930833,10763199,4307746,1174028,0,236287,3648609
475.7572,800165,0,34494030,2308926,2311417,1013620,1642965,630938,0,2294141,1171492,1741924,1741679,145510,0,32586196
476.228775,3017423,4818741,38707391,5497739,1170837,72509300,5275155,4927386,14640457,11854164,6157491,182348052,9177633,35801629,1273875,240837628
476.241907,526597,4301825,7423118,17057482,5539488,5281262,1360001,1539397,1583926,14383395,20614806,4702686,4981434,16399916,4754554,1751206
476.250242,2253710,6520353,17952980,17717620,2891230,19734982,2830690,4869311,530777,59713559,43776480,8677028,6774988,15768522,3122553,3234584
476.268786,77692,140302,42754542,6680139,3303875,108438903,4581973,0,704364,40418556,51715931,17106753,1490202,464433,8183918,10603128
476.305525,17857733,4095453,51845194783,1.55E+11,5637855,1.46E+11,30791174,2621296,6683687620,1.81E+11,2.13E+11,2.15E+11,23908321,3908439643,968582,1.79E+11
476.576095,64421,1010804,230708,145303,290202,1201325,431297,429737,17254320,3838,125956,3593086,2027017,9105709,242193,1149793
476.707235,527628,3224973,1186614,12624578,13858455,1259327,22356892,2207289,2169302,172234,1961577,17786886,6002031,876298,6936488,45284477
476.721864,1961162,265176218,12872587,2881682,3171159,1948769155,6723634,90243212,1215610,1100548,29711960,757048717,4669963,2893337,6164997,748857327
476.72625,153185438,3344594,160731592,6972342,34606154,3836038,476137707,6475987,6508312,22960643,2056659841,4105538,297315521,4758889,172621958,10895387
476.942026,268571,887342,18164691,0,6377613,16858037,507592,6548027,208640184,32143406,112698334,20624220,583306,34150758,4163892,34638077
477.177832,5194683,8199345,8049456,19929565,4210444,47105720,16969706,4581317,18904757,10533657,6721260,21561952,6229815,30157080,4182302,32399956
477.227606,1577697,1219740,49234677,1931096,3748426,120715519,7250754,766132,474777,5188438,7641849,199820734,6995796,5751983,2790777,655861470
