id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,b1,bcg,ppd,T035B1_not_identified,T090B1_not_identified,T142B1_not_identified,T163B1_not_identified,T164B1_not_identified,T165B1_not_identified,T035BCG_not_identified,T090BCG_not_identified,T142BCG_not_identified,T163BCG_not_identified,T164BCG_not_identified,T165BCG_not_identified,T090PPD_not_identified,T142PPD_not_identified,T163PPD_not_identified,T164PPD_not_identified,T165PPD_not_identified,isotopes
2136,M611T3664,1.5686850943574,-0.706735401529863,0.50115896834659,0.279147396372001,611.347222619072,611.344988597326,611.34881104923,3664.12263,3657.29088,3669.79218,6,3,2,1,6947214.80825532,39058355.9510137,43067945.3923946,119988025.549743,517607.436765656,22674890.4266253,9482176.07019368,22460104.2274273,69226106.4289967,17960044.3117064,13093099.6327648,15834978.8222573,13544041.8255602,6170996.21639166,2174690.70563125,8910390.46502762,14865342.7763282,
2137,M501T4909_1,2.1046852718251,0.709627549875806,0.501317952141533,0.381386002875196,500.747440475188,500.747236697607,500.750737337608,4908.98016,4907.43582,4913.1663,3,0,3,0,251011.218079454,653659.612849279,19008182.8886899,720450.278322018,1120672.06051892,35211717.4695704,186777.006619453,10350610.5243891,493905.345383211,85696533.7036397,20717597.8945229,2449431.6931926,70590.6535368335,263366.694671698,217710.113001722,1706483.49876387,4141284.26784619,
2138,M494T3072,2.29276898397207,0.719014440556951,0.50141554830607,0.12747051363287,493.698191149716,493.697637657324,493.701138753422,3072.26274,3066.27138,3081.62544,5,1,0,3,2842150.63448644,833344.808494783,7930304.29860769,2420232.89616434,866627.55591756,11308761.5900945,120237.172554688,1219681.1142006,605368.870527097,5418516.7911012,4689886.5193755,48020116.7340282,13755218.6008922,2635343.9393300302,108972.072114127,134180367.017362,321285314.425097,
2139,M1028T7223,1.95791147070023,-0.706592180493167,0.501458882988154,0.7047984938397,1028.4690911049,1028.4667447693,1028.47136856184,7222.7115,7219.017,7231.611,4,1,3,0,2741247.66869605,59315540.5654472,1268639.39272295,21471185.42629,5515640.37088698,736837.37883789,5817131.45764301,30270707.6432558,9164552.48415055,440262.104973575,281497.961240476,529018.775700898,29887441.837146,5048203.7221001,4926472.09023465,350617.919803706,1331139.80028752,
2140,M777T2199_1,2.22761905109626,0.708556308650447,0.501584571850904,0.241182942288096,776.82129979007,776.821284651994,776.821661020083,2199.4158,2197.95516,2199.46764,3,0,0,3,0,0,3224590.19712959,6718338.55581786,0,29346159.1260384,0,100139.861718789,19970569.4802204,827634.354784051,2817532.87309268,63805244.0896081,0,20848400.7459302,0,86756337.5792348,67702971.0946336,
2141,M484T2095,1.74848693417535,-0.6974716927655,0.501954385166383,0.233610305670103,483.72692593326,483.726785171069,483.727447681861,2094.6672,2090.18886,2099.42058,3,0,0,3,16155.066959571,1170640.64078898,18537751.4877692,60841156.5169198,63515668.3197638,7729425.37260034,2997119.96657881,2863413.98158726,7401305.1225858,1161635.02919831,8839699.7164075,63560922.1706113,12693585.7071743,5603964.05856629,90930147.6373113,72695921.1307236,53009172.0836637,
2142,M813T3985,1.78821064382801,0.696477572714347,0.502012336687137,0.439214381140358,813.004612274284,813.004105374702,813.005439757387,3985.09092,3981.78864,3992.82882,4,1,3,0,0,427661.371992427,9761576.63923887,0,0,1833507.2030031,0,0,0,6794671.60589734,8422338.88470904,6282190.46951979,0,0,0,361929.456726254,3922821.43867705,
2143,M560T5035,2.27938710594984,-0.701153579666826,0.502394167920855,0.703370658789379,560.273174587502,560.272672696841,560.276416460941,5035.1196,5026.89588,5043.92424,5,3,0,2,376339059.899021,63044948.4187571,7226634.79597718,1186041071.84232,31166053.372395,9757268.34493867,706235201.847668,10678539.2249985,3959500.39791798,5464835.24082113,3856007.28599625,4027423.31257013,546687656.151296,3945340.17414422,120377918.065719,3419884.07672188,2830966.58627411,
2144,M1297T6790_2,1.66158085123406,0.695416204781447,0.502648471070473,0.788181311434018,1297.12592673819,1297.12577436676,1297.12723107415,6790.32,6781.4418,6791.3274,5,0,3,2,0,488534.41706026,44877453.5829709,0,0,21307300.3355683,0,8497937.47359432,0,31634289.7262282,42472491.6988826,28178340.2885344,1928674.77875999,0,539491.43794018,46949626.2078467,38668399.9033199,
2145,M741T5271,1.87034129325952,0.709802984340514,0.502761599518751,0.552722394638483,741.061135877314,741.060786134891,741.062084681363,5271.23364,5270.93298,5273.91096,3,0,3,0,5307505.44200025,2031926.85663693,12347769.9909799,0,0,7555422.92003374,57544.0146466079,1293981.20556623,0,8958481.70594691,33293615.6465195,7349384.29372334,4362124.60677638,0,1252274.83032866,27259798.1238367,26750995.7049816,
2146,M892T6555,1.67399504118087,0.69540790014833,0.502901774152003,0.421360446641914,892.475703985391,892.475413201569,892.476533722072,6554.6163,6545.796,6558.7824,4,1,3,0,18275269.1349087,0,185592256.001136,578598.06771225,1708347.63734997,77390052.0602487,1763844.74761002,2472206.58478276,5992606.23985492,180102443.968439,152455234.946949,131865788.803229,2566069.57529999,217720.362611438,0,66684347.1798761,44922211.263058,
2147,M561T3800,1.7509987503331,0.705332263932329,0.503019451655319,0.383014237039072,560.6343771295,560.632612787587,560.636204173404,3799.52463,3795.11196,3801.2013,4,1,0,3,3892274.0047444,2248428.60029544,16916580.2470833,3713667.42819481,0,5298551.95406249,1893195.96383284,994298.371134249,5620760.08917954,852368.929428687,13684816.6892503,33108218.2933791,7873162.65173571,72235.5351461886,0,112588496.137548,17603453.1605092,
2148,M383T2297,1.98012607707124,0.698412362616544,0.503251060834371,0.572385284464471,382.88433429992,382.884239638154,382.887624295074,2297.21688,2288.64258,2302.0683,5,1,3,1,799383.466586524,5511374.45206488,280313851.567537,664957.489021159,1980394.91091547,1078437845.76647,1249244.97571039,976760.556639896,3282446.182173,1661327407.47576,694374356.568662,347023679.98789,1593129.82628311,1932594.08382645,179527.291235229,316558676.870623,454351503.470254,
2149,M548T3695,3.41311266784444,0.712781228768126,0.503397265510834,0.25250376808311,547.516640429375,547.515010991568,547.517075898242,3694.94508,3693.50478,3700.2591,3,0,0,3,0,140621.110229453,0,648754.695195552,1056917.288954,43840540.87119,0,120083.298080955,2503493.34653881,3666336.67165386,0,149644398.445316,0,1606721.26732431,357201.274322641,141222194.59463,532400685.225348,
2150,M497T3064,1.59916872169807,-0.705736775663752,0.503579708422095,0.300925300525393,497.256912388186,497.256548090177,497.258051519663,3064.02342,3058.26378,3073.22322,6,1,3,2,16282527.2885176,99615432.0374261,10139153.3240187,3417885.45747413,112809685.881467,10012168.5018413,12092285.3519915,68961982.4423735,26240165.9033606,24850002.4292774,8421185.8336054,17189372.2859441,6766554.74453731,711196.5665034,23636376.4633776,7842417.79797281,9729098.49447289,
