id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,b1,bcg,ppd,T035B1_not_identified,T090B1_not_identified,T142B1_not_identified,T163B1_not_identified,T164B1_not_identified,T165B1_not_identified,T035BCG_not_identified,T090BCG_not_identified,T142BCG_not_identified,T163BCG_not_identified,T164BCG_not_identified,T165BCG_not_identified,T090PPD_not_identified,T142PPD_not_identified,T163PPD_not_identified,T164PPD_not_identified,T165PPD_not_identified,isotopes
3062,M461T2827,1.30745624039284,0.288317780547174,0.779049481467025,0.089280595193369,460.909803931664,460.907674865118,460.910019538577,2826.91452,2825.90346,2833.70268,3,0,0,3,805020.8216302,1476024.12847101,16309685.8535534,26087226.7848638,3060058.37272131,145675166.976797,3615540.97726261,2897903.72048159,52501197.396579,17243868.2296545,12514608.1948197,164106154.48778,5109570.0074498,224250705.896415,4352222.92918987,916336738.186402,357223371.7393,
3063,M525T4256,1.215215791203,-0.28945970367782,0.780994653823464,0.593685683479746,525.250697628168,525.248341427524,525.250882030773,4256.412,4254.21804,4261.77732,4,1,3,0,27184398.3204737,5476107.0828187,21837723.7603438,104508782.965625,2142571.12221644,6973205.95090067,44160182.8115125,9303660.30592529,10185186.0718015,40602527.90517,25010841.6424196,9085695.83158207,15394004.5251023,8608602.72239185,19575692.0131934,9480253.46385877,8607336.89257966,
3064,M355T2841,1.27232526769463,0.286003438254212,0.781243654288794,0.908344486760433,355.195898046588,355.195047698171,355.196735216903,2840.63238,2831.69106,2854.2582,7,2,3,2,425991.995050557,1989120.63431028,86116541.0786794,2720755.08456799,1309534.88308902,15225826.9495898,577217.941576011,553689.954750138,2989997.21067135,50647699.0636066,30689416.4213264,51683083.5230951,1194523.71114715,15899899.0575214,4963155.2852144,35149487.1393666,24182279.1941703,
3065,M555T1398,1.11857794152874,-0.284393105844019,0.782067245805373,0.654586340218904,555.268670898857,555.268353923456,555.269574192891,1397.94564,1392.35496,1404.37014,5,1,1,3,22245.2864994949,3331683.55736068,5721136.9327995,1121290.04350928,5055049.67323522,3881269.60469092,2217792.1657497,3488755.36030861,5130238.62569116,28959.5386176907,1782056.50245032,4456660.88281482,2217663.16142429,1223577.92918171,4444842.17801788,1955551.43207002,803651.162043062,
3066,M671T6203,1.08174383202888,0.283809602176925,0.782378358550785,0.505418521248582,671.322975849202,671.322716899531,671.323733298265,6202.6524,6196.5282,6203.1204,3,0,3,0,46714568.763892,42535136.8948946,117464028.403937,75589311.3809895,119887274.319264,47124707.6562937,34492922.7447353,131244041.24250901,88712981.2193571,60677842.4502323,119424910.208554,51491061.6832972,61972390.2783001,48008984.5965357,121795561.83962101,129032570.562523,152460828.612025,
3067,M529T4807,1.1244772397745,-0.283157690383322,0.782831197036079,0.927511936487009,528.772615739045,528.771707023537,528.773016770216,4807.22088,4800.64668,4815.3156,5,0,3,1,4522926.98245705,12585011.5529548,24917700.2687499,4289618.47026856,9527365.00650661,10971773.201861,1219507.1668578,10609741.693746,7305044.25330048,11612297.1468928,23236288.4724411,5435305.21879663,14493135.1132755,1500015.52588127,7910324.11014429,11201253.6018738,13083568.8109394,
3068,M469T3068,1.38755289840607,-0.28686687312302,0.782901196883941,0.735095598456671,468.563047283621,468.559336995543,468.563295729652,3067.7763,3065.87088,3073.93164,3,0,3,0,409958.390574522,1647790.19268589,1561404.98345182,309974.551646515,154582.06263675,44040393.1289632,226237.90175173,253967.680138982,102962.852977838,16083756.1480848,14004519.0092278,4011272.55164347,82731.0046658092,3954437.1038685,98544.4085856809,3148136.08172937,5247881.86259087,
3069,M534T2197,1.35723711876978,0.284238530052389,0.783051715684383,0.663543389200186,534.182535671685,534.181865086481,534.18289549649,2196.56004,2195.00526,2201.35152,3,0,0,3,2926316.22605327,2256337.95792043,2273770.56984441,1128534.85816172,5036413.74880857,36071511.9453838,203075.477466679,270241.416210935,6585167.33500476,2134876.01447742,3348400.7317711,54903267.5013755,1096180.92498154,7089583.73267681,78008774.8349736,9774289.26012199,7403326.6292579,
3070,M582T2694,1.10836733534764,-0.282838104956699,0.783076643177838,0.776666910436199,582.279784818311,582.276849706778,582.281151819759,2693.58408,2691.8118,2695.8651,3,3,0,0,3785688.63447749,19289026.875614,10699216.9651419,4506046.98643856,8529492.00855637,15302085.9768389,2305772.75157191,5667702.41071067,16946318.9299289,17417071.9788974,7400927.68161447,6300990.02069613,8668134.45225922,5528483.08232704,1802331.45281006,16654498.881815,6069700.72567108,
3071,M535T1844,1.38408310088701,0.283338233349522,0.783246995151275,0.359396644167417,534.547073464342,534.546995816501,534.547316847774,1844.13258,1842.8604,1848.06558,3,0,0,3,8912.27440000488,398510.902286039,0,590461.079530137,4652822.37581322,0,0,140156.570917493,353812.026993375,756289.269174478,127009.205059943,6443780.48531674,0,80205.3672887778,8362666.02766628,3222439.72349544,4185443.64748822,
3072,M476T3717,1.30175650590748,0.282499870268867,0.78336087730645,0.920857820174862,476.306512434598,476.305861739786,476.306827405621,3716.94207,3706.89408,3724.15242,10,3,3,2,3607128514.718,64481879.5897583,48683042.2114832,714523165.00613,28518979.6843583,13224865153.3699,46224016.613705,70378647.0556222,284505940.698304,9309531641.35342,12747101032.0264,567989106.288947,40186980.6231602,189213126.25653,11193109.4901941,9861805661.79453,11253552671.8505,
3073,M734T4832,1.22727066586146,0.282516870175022,0.783393566291118,0.723596023080092,734.046907413896,734.044914611718,734.049120528038,4832.4291,4825.1025,4836.38112,4,1,3,0,1827871.70056816,15236978.416973,2116384.5502443,10996423.7419845,0,41044890.7477911,5121897.08435115,1197450.20012944,23344329.3877368,10145017.3961835,1435310.56400171,46165340.6965477,13647079.3999072,2015101.01792662,320897.178572877,965399.898169734,19716921.5059686,
3074,M655T5938,1.14959771445804,-0.284613751292807,0.783411182817681,0.643923306166286,655.32045270311,655.319716059484,655.32224358573,5938.15254,5925.3411,5945.34714,6,1,4,1,8624901.65042924,52209173.8007418,3006127.23809042,5252966.57368102,17970233.4131488,25340012.9691448,23144762.8603888,14551107.4198154,13317410.8240919,32803659.9450788,6985107.47326405,6974255.51100868,11677685.0155255,3400436.12687331,6229201.28253818,8848712.96793444,25464782.0404638,
3075,M1080T8059,1.12925037411529,0.282535528102927,0.783427036911569,0.314447906975645,1079.585455089,1079.58309956295,1079.5860521632,8059.3101,8056.677,8060.1966,4,1,3,0,447359.84282286,515807.565739646,1466796.81329711,2637879.86982241,390552.452779008,745689.011562496,322290.077475589,376248.139644062,923029.904727075,1954874.19433585,1380187.30474849,2049336.31425175,217509.017708126,394902.941827672,671893.805917178,992527.094170187,279688.088796054,
3076,M480T1640,1.11911766197597,-0.284591600759958,0.783806248149086,0.610033714890898,480.194515487379,480.193744133907,480.194828130433,1639.91094,1633.76886,1648.57362,4,0,1,3,456105.03351138,11998220.3525741,25221640.9310051,4392309.21207333,8794648.86040899,24402820.0130701,14266207.1071737,18993190.7508474,8490814.08289537,4654128.11564947,8129139.8614539,12721060.833084,1362273.44561159,1689887.52015707,18495481.3609157,3324870.04545403,13705992.0571159,
3077,M634T2206,1.25124383102218,-0.28008420868176,0.785163091464909,0.317280936767696,634.312341316537,634.310809875476,634.312919477629,2205.55824,2200.69074,2208.0795,3,0,3,0,293657.32615468,1446741.88541176,104792078.205259,61843950.4548531,335363.180790346,194884002.691726,412493.229766263,3568797.77524336,369811.342878489,125789714.518444,155168319.303942,5278345.44564949,788374.548472838,251879.792385173,0,3892120.58491473,6176009.5999144,
3078,M1386T1253,1.34961747253886,-0.281230986543003,0.78523172630759,0.792309230687725,1385.72236633686,1385.72203215158,1385.72306262969,1252.88472,1248.3639,1261.59192,6,1,2,3,636524.692004682,123778.965055941,17607268.7154718,0,0,3675994.20764418,11747548.4906586,102515.111784055,0,1047241.72384486,1545992.70150551,1889897.88045865,2325791.83971727,0,34062.38229972,2795843.67406675,2769436.46451027,
3079,M513T1817,1.21717851825783,0.279507782261137,0.785551735828028,0.85233425914538,512.912975401576,512.910670775204,512.913244079714,1817.2857,1814.87628,1817.46816,3,0,3,0,260502.173641364,1214129.9039386,10435024.073863,164583.740517581,54623518.5537175,36717512.1219982,275023.080947864,339536.653406522,518332.486697124,51312908.5285736,32708872.4210797,40720172.6240922,327992.845240969,63539.6543617316,28901092.1947875,12528035.092012,27086974.420347,
3080,M778T3445,1.422197934942,0.282288316881764,0.785554054934437,0.136900848070679,778.256199232375,778.255361414146,778.25633108262,3444.93672,3441.3405,3445.65558,3,0,0,3,47495.0301017274,205962.428775437,231692.5879125,5570840.30969292,0,11672669.3644079,0,113656.235581993,594676.093224404,374938.349242024,123644.295521967,24006748.2707695,0,13772942.6560762,0,106342481.847943,328428254.611044,
3081,M788T2198,1.18145181598991,0.27867536946903,0.786181032598321,0.410437622069791,788.283187767309,788.282684180045,788.283706985701,2198.42154,2196.43674,2199.882,3,0,0,3,0,6664552.52073064,723742.855859744,5205902.03717718,635382.941472302,12961390.9889231,2347700.90808816,506101.851474817,10000199.5590233,246048.325212084,6598400.57729248,11244919.4360101,3005799.18604273,8052475.29345672,43525.6022366976,18313114.9819557,15849242.7982599,
3082,M441T3075,1.24935516902126,-0.277834065228341,0.787113324513121,0.36232577281542,441.251266395407,441.249424159901,441.251623167638,3074.5971,3070.53774,3080.49606,5,2,3,0,90820.1019636996,8412373.19394197,24061975.7106399,514269.381664976,1129072.49118865,5463611.86041498,367944.924977565,5193844.58720664,360156.353182964,18951026.469969,6268983.26376784,612123.403821217,339711.983772923,1636388.02113204,866634.08704818,134317.937260106,79311.8844447363,
3083,M448T1386,1.22571348783808,-0.276507815338748,0.788375819048648,0.278949766631961,448.212994121724,448.21263403184,448.215376518977,1385.92653,1381.12086,1391.55324,6,1,1,4,87585.5831659245,1187889.20509728,3303050.23122712,4303480.15028109,13926187.4093447,576080.435876038,2250082.56186764,1943113.32285135,1892790.06525655,120635.949969475,10529483.1498038,2341985.58645491,1485287.41167024,970509.229524126,31600298.0043006,9259020.45502001,8414744.21281976,
3084,M585T2718,1.2829578283037,0.275106845377518,0.788848800671439,0.95262063966257,585.302011831406,585.299472911548,585.303561526469,2718.07188,2712.63696,2728.51278,6,1,2,3,26063614.6499153,21040241.0982383,5234660.87704167,1782474.79488157,1620945.71246403,166776499.806598,68273854.273878,7608607.65121883,2860894.17267917,18871787.2845597,10908170.6144224,176958456.616214,45611700.9405748,253801.223575869,3187559.70421253,17568390.7817289,126353623.895298,
3085,M579T3833,1.34964389289512,-0.275361075857495,0.78930022110987,0.749094634089716,579.235282868755,579.234671468255,579.236341761135,3833.08506,3824.94408,3840.78282,5,1,1,3,8964392.6213844,309991.73726232,543054658.94527,605940.540926753,8925977.55890758,2086272953.60834,35342925.3607129,0,77424.1335876457,470219827.767413,2835847.55722734,1453622221.20919,18934749.706001,190768.530615526,647460.99048485,33805595.7187035,694000933.800116,
3086,M524T3086,1.39832503135919,-0.275297893135343,0.789885673811922,0.875696570900887,523.983133660003,523.982776898891,523.983255576155,3086.41806,3081.48528,3091.01004,3,0,3,0,638255.432748196,98964895.3881584,1430845.24941664,242730.277412282,1852781.54013047,6367409.14571705,586881.97472927,61474215.4962405,139378.120374612,3709640.24199548,4327786.94797217,8067866.31956049,6199259.88745385,470641.883017502,86528493.2853043,6205035.26255577,18488463.9847563,
3087,M509T1418,1.12114891244075,-0.273635556450876,0.789961639376952,0.822163707051537,508.782491059042,508.782205995307,508.782585959494,1418.11866,1413.6324,1426.16424,4,0,1,3,398506.209498233,1085078.73547413,531801.693768094,3232884.18855227,2435138.28748653,1785870.35507889,838726.528809056,1149378.38924733,2894996.48567208,20809.9306719308,2326599.76094509,1215538.63523263,2870222.29617943,1127801.54466691,3529392.44209906,756279.453890919,918501.200935139,
3088,M563T3635_1,1.30891665139651,-0.272400764803318,0.790874304554201,0.79415128691528,562.602252072278,562.602154260266,562.606418041782,3635.26122,3631.42242,3637.56996,3,0,3,0,57534850.9696789,126314555.103711,16707778.8835763,887717.003879082,4064554.88548101,439218.085932655,134217147.281452,3189949.44827346,4291305.61855812,8952101.48040355,6521287.69239158,171057.400987613,71442518.8700603,2331767.06989249,1007424.20004187,157201.677965736,0,
3089,M556T2338,1.2732311888308,-0.274024532180446,0.791407682799046,0.638044307133199,556.282516894764,556.281121168897,556.282718543537,2338.35495,2333.61288,2341.07148,4,0,3,1,9671608.23972823,2145890.62548309,13212473.545429,106217368.039148,7725753.7498767,4186564.36840503,1829155.06164991,2245534.23973763,46152107.5003365,17677803.0022827,43744674.8781435,788796.128487113,17476472.3130838,1615225.56056079,4543718.3468263,10654646.1297395,5615947.54444511,
3090,M541T2354,1.15525169838509,0.271486749433558,0.79153943468868,0.423476609426834,541.334929748206,541.334652044286,541.335365956954,2353.67979,2352.36828,2353.9638,4,0,3,1,796266.86035756,10219724.749605,4303929.6443719,1528095.95933203,895310.756187892,11279075.8222826,1427785.18793859,13321746.007986,960775.454965905,7927673.53855894,2585045.86255782,7305155.22007691,2140578.09000195,2036512.26641812,1540275.70554061,1499475.63629354,4492530.27538189,
3091,M425T1921,1.18485304400993,-0.272113459305688,0.791544250039247,0.948399760028204,424.747900168327,424.744450732101,424.748187396596,1921.40832,1919.01528,1928.0364,3,0,0,3,1081002.21591802,11613554.2897437,24238419.2675174,1845969.12220481,10384899.1009316,93882.7936756501,15573022.8417945,14235372.9131318,1077842.57962007,108675.006436046,2127166.14371179,8450778.0430941,1112179.27875802,624308.615372017,12875545.5634169,6932893.43575924,13308031.1408573,
3092,M956T5891,1.32018089058599,-0.272243725712168,0.792264515392905,0.859533983000119,955.545234947806,955.545054318779,955.54639695823,5891.48412,5887.74606,5900.23098,5,1,3,1,1779425.05484153,2370107.87387801,43674068.9478539,2982693.16038254,0,3419945.14309616,596936.902111446,0,0,9842284.84709426,25629048.6246271,5006585.78166174,938346.177440728,0,0,11568241.1724367,12232809.4671698,
3093,M483T2276,1.33941177232944,-0.270288508999232,0.792439390847169,0.877928421896072,482.756677961396,482.754816805371,482.758485349186,2275.85688,2270.9112,2277.3717,4,1,0,3,96329382.1675182,1741756.66342413,641312.388714772,3918009.14002094,43819065.165211,151770.525000273,100398484.416031,1670737.81417445,3337906.70210488,813431.930829187,424157.030844748,2807281.16895353,53037489.6720962,131913.062058475,5684502.98920732,5288200.31119439,3288133.26036034,
3094,M746T3857,1.41455438247877,0.274309547588892,0.792448845682779,0.948452293271567,745.855423188741,745.85220624811,745.85603472245,3857.2146,3853.27476,3859.92312,4,3,0,1,14387767.2246901,2741280.5250595,8316026.38113252,0,34315202.7316098,0,0,84392633.954455,0,0,113300.36866206,28227.2108654698,46436699.9986751,45008.7720556641,4024527.96847086,0,0,
3095,M530T1844,1.17791316123308,0.271550610153673,0.792455641790447,0.930542202759631,529.89203586079,529.891950313236,529.892249724385,1844.13258,1840.48626,1845.87108,3,0,0,3,154360.123743002,2780126.05606934,8459030.82390467,11255922.9041801,15474593.4870236,2862942.78532595,1124994.96778001,3117612.74198927,1983962.9247274,3090143.37951445,15466743.3701717,23495641.2976766,438353.480133135,2149611.90974313,20259667.5753817,8214626.65860913,11718808.1977695,
3096,M482T1445,1.1490017531066,0.270261131813002,0.792603748772828,0.964345221274161,482.271599026075,482.269602481449,482.273024367263,1444.79337,1441.19478,1454.2575,8,3,3,2,7469534.96036308,39348560.0816225,1781254.53945794,56199430.8451785,971185.599457807,25514398.5174834,39524476.0320846,52427429.7210572,24365983.9527253,4701523.82594979,3918655.69294015,25907895.7912834,60425554.3622246,12183041.2896108,1370995.77908465,22197552.0205169,24193154.8408891,
3097,M369T3370,1.20557984936084,0.269901640896448,0.792742237618322,0.964787126444006,369.211080637932,369.210404417208,369.211995769862,3370.32642,3363.38064,3379.12974,7,3,2,2,325345.822555051,510013.586140053,218034344.838498,1008947931.94425,6645787.36786181,610774844.749628,604746.263187641,1217218.13667513,45902189.4232394,717390613.794539,824756368.345057,634710937.580043,516079.68604771,17239490.3145348,11298151.3353579,812596046.3636,802137207.382724,
3098,M680T4788,1.24127435023858,-0.271821159504224,0.792798097116593,0.821350551863108,679.818351476399,679.81695635337,679.820603523157,4787.67636,4780.185,4791.23322,5,1,4,0,1484967.33514404,2810050.69731146,259735943.298786,0,423679.746155694,231054453.258019,6157974.57178791,188818.724820468,9814471.10061849,89849053.4708916,152196929.516991,140986608.703335,2198938.39401151,1777846.96145354,507218.032935685,20394668.3581052,200281030.859001,
